row,id_decimal,deviation_decimal
268,316,2675
269,316,2675
270,316,2675
271,316,2675
272,316,2675
273,316,2675
274,316,2675
275,316,2675
276,316,2675
277,316,2675
278,316,2675
279,316,2675
280,316,2675
281,316,2675
282,316,2675
283,316,2675
284,316,2675
285,316,2675
286,316,2675
287,316,2675
288,316,2675
289,316,2675
290,316,2675
291,316,2675
292,316,2675
293,316,2675
294,316,2675
295,316,2675
296,316,2675
297,316,2675
298,316,2675
299,316,2675
300,316,2675
301,316,2675
302,316,2675
303,316,2675
304,316,2675
305,316,2675
306,316,2675
307,316,2675
308,316,2675
309,316,2675
310,316,2675
311,316,2675
312,316,2675
313,316,2675
314,316,2675
315,316,2675
316,316,2675
317,316,2675
318,316,2675
319,316,2675
320,316,2675
321,316,2675
322,316,2675
323,316,2675
324,316,2675
325,316,2675
326,316,2675
327,316,2675
328,316,2675
329,316,2675
330,316,2675
331,316,2675
332,316,2675
333,316,2675
334,316,2675
335,316,2675
336,316,2675
337,316,2675
338,316,2675
339,316,2675
340,316,2675
341,316,2675
342,316,2675
343,316,2675
344,316,2675
345,316,2675
346,316,2675
347,316,2675
348,316,2675
349,316,2675
350,316,2675
351,316,2675
352,316,2675
353,316,2675
354,316,2675
355,316,2675
356,316,2675
357,316,2675
358,316,2675
359,316,2675
360,316,2675
361,316,2675
362,316,2675
363,316,2675
364,316,2675
365,316,2675
366,316,2675
367,316,2675
368,316,2675
369,316,2675
370,316,2675
371,316,2675
372,316,2675
373,316,2675
374,316,2675
375,316,2675
376,316,2675
377,316,2675
378,316,2675
379,316,2675
380,316,2675
381,316,2675
382,316,2675
383,316,2675
384,316,2675
385,316,2675
386,316,2675
387,316,2675
388,316,2675
389,316,2675
390,316,2675
391,316,2675
392,316,2675
393,316,2675
394,316,2675
395,316,2675
396,316,2675
397,316,2675
398,316,2675
399,316,2675
400,316,2675
401,316,2675
402,316,2675
403,316,2675
404,316,2675
405,316,2675
406,316,2675
407,316,2675
408,316,2675
409,316,2675
410,316,2675
411,316,2675
412,316,2675
413,316,2675
414,316,2675
415,316,2675
416,316,2675
417,316,2675
418,316,2675
419,316,2675
420,316,2675
421,316,2675
422,316,2675
423,316,2675
424,316,2675
425,316,2675
426,316,2675
427,316,2675
428,316,2675
429,316,2675
430,316,2675
431,316,2675
432,316,2675
433,316,2675
434,316,2675
435,316,2675
436,316,2675
437,316,2675
438,316,2675
439,316,2675
440,316,2675
441,316,2675
442,316,2675
443,316,2675
444,316,2675
445,316,2675
446,316,2675
447,316,2675
448,316,2675
449,316,2675
450,316,2675
451,316,2675
452,316,2675
453,316,2675
454,316,2675
455,316,2675
456,316,2675
457,316,2675
458,316,2675
459,316,2675
460,316,2675
461,316,2675
462,316,2675
463,316,2675
464,316,2675
465,316,2675
466,316,2675
467,316,2675
468,316,2675
469,316,2675
470,316,2675
471,316,2675
472,316,2675
473,316,2675
474,316,2675
475,316,2675
476,316,2675
477,316,2675
478,316,2675
479,316,2675
480,316,2675
481,316,2675
482,316,2675
483,316,2675
484,316,2675
485,316,2675
486,316,2675
487,316,2675
488,316,2675
489,316,2675
490,316,2675
491,316,2675
492,316,2675
493,316,2675
494,316,2675
495,316,2675
496,316,2675
497,316,2675
498,316,2675
499,316,2675
500,316,2675
501,316,2675
502,316,2675
503,316,2675
504,316,2675
505,316,2675
506,316,2675
507,316,2675
508,316,2675
509,316,2675
510,316,2675
511,0,0
512,316,2675
513,316,2675
514,316,2675
515,316,2675
516,316,2675
517,316,2675
518,316,2675
519,316,2675
520,316,2675
521,316,2675
522,316,2675
523,316,2675
524,316,2675
525,316,2675
526,316,2675
527,316,2675
528,316,2675
529,316,2675
530,316,2675
531,316,2675
532,316,2675
533,316,2675
534,316,2675
535,316,2675
536,316,2675
537,316,2675
538,316,2675
539,316,2675
540,316,2675
541,316,2675
542,316,2675
543,316,2675
544,316,2675
545,316,2675
546,316,2675
547,316,2675
548,316,2675
549,316,2675
550,316,2675
551,316,2675
552,316,2675
553,316,2675
554,316,2675
555,316,2675
556,316,2675
557,316,2675
558,316,2675
559,316,2675
560,316,2675
561,316,2675
562,316,2675
563,316,2675
564,316,2675
565,316,2675
566,316,2675
567,316,2675
568,316,2675
569,316,2675
570,316,2675
571,316,2675
572,316,2675
573,316,2675
574,316,2675
575,316,2675
576,316,2675
577,316,2675
578,316,2675
579,316,2675
580,316,2675
581,316,2675
582,316,2675
583,316,2675
584,316,2675
585,316,2675
586,316,2675
587,316,2675
588,316,2675
589,316,2675
590,316,2675
591,316,2675
592,316,2675
593,316,2675
594,316,2675
595,316,2675
596,316,2675
597,316,2675
598,316,2675
599,316,2675
600,316,2675
601,316,2675
602,316,2675
603,316,2675
604,316,2675
605,316,2675
606,316,2675
607,316,2675
608,316,2675
609,316,2675
610,316,2675
611,316,2675
612,316,2675
613,316,2675
614,316,2675
615,316,2675
616,316,2675
617,316,2675
618,316,2675
619,316,2675
620,316,2675
621,316,2675
622,316,2675
623,316,2675
624,316,2675
625,316,2675
626,316,2675
627,316,2675
628,316,2675
629,316,2675
630,316,2675
631,316,2675
632,316,2675
633,316,2675
634,316,2675
635,316,2675
636,316,2675
637,316,2675
638,316,2675
639,316,2675
640,316,2675
641,316,2675
642,316,2675
643,316,2675
644,316,2675
645,45,3220
646,316,2675
647,316,2675
648,45,3220
649,45,3220
650,45,3220
651,45,3220
652,45,3220
653,45,3220
654,45,3220
655,45,3220
656,45,3220
657,45,3220
658,316,2675
659,316,2675
660,316,2675
661,316,2675
662,316,2675
663,316,2675
664,316,2675
665,316,2675
666,316,2675
667,316,2675
668,316,2675
669,316,2675
670,316,2675
671,316,2675
672,316,2675
673,316,2675
674,316,2675
675,316,2675
676,316,2675
677,316,2675
678,316,2675
679,316,2675
680,316,2675
681,316,2675
682,316,2675
683,316,2675
684,316,2675
685,316,2675
686,316,2675
687,316,2675
688,316,2675
689,316,2675
690,316,2675
691,316,2675
692,316,2675
693,316,2675
694,316,2675
695,316,2675
696,316,2675
697,316,2675
698,316,2675
699,316,2675
700,316,2675
701,316,2675
702,316,2675
703,316,2675
704,316,2675
705,316,2675
706,316,2675
707,316,2675
708,316,2675
709,316,2675
710,316,2675
711,316,2675
712,316,2675
713,316,2675
714,316,2675
715,316,2675
716,316,2675
717,316,2675
718,316,2675
719,316,2675
720,316,2675
721,316,2675
722,316,2675
723,316,2675
724,316,2675
725,316,2675
726,316,2675
727,316,2675
728,316,2675
729,316,2675
730,316,2675
731,316,2675
732,316,2675
733,316,2675
734,316,2675
735,316,2675
736,316,2675
737,316,2675
738,316,2675
739,316,2675
740,316,2675
741,316,2675
742,316,2675
743,316,2675
744,316,2675
745,316,2675
746,316,2675
747,316,2675
748,316,2675
749,316,2675
750,316,2675
751,316,2675
752,316,2675
753,316,2675
754,316,2675
755,316,2675
756,316,2675
757,316,2675
758,316,2675
759,316,2675
760,316,2675
761,316,2675
762,316,2675
763,316,2675
764,316,2675
765,316,2675
766,316,2675
767,316,2675
768,316,2675
769,316,2675
770,316,2675
771,316,2675
772,316,2675
773,316,2675
774,316,2675
775,316,2675
776,316,2675
777,316,2675
778,316,2675
779,316,2675
780,316,2675
781,316,2675
782,316,2675
783,316,2675
784,316,2675
785,316,2675
786,316,2675
787,316,2675
788,316,2675
789,316,2675
790,316,2675
791,316,2675
792,316,2675
793,316,2675
794,316,2675
795,316,2675
796,316,2675
797,316,2675
798,316,2675
799,316,2675
800,316,2675
801,316,2675
802,316,2675
803,316,2675
804,316,2675
805,316,2675
806,316,2675
807,316,2675
808,316,2675
809,316,2675
810,316,2675
811,316,2675
812,316,2675
813,316,2675
814,316,2675
815,316,2675
816,316,2675
817,316,2675
818,316,2675
819,316,2675
820,316,2675
821,316,2675
822,316,2675
823,316,2675
824,316,2675
825,316,2675
826,316,2675
827,316,2675
828,316,2675
829,316,2675
830,316,2675
831,316,2675
832,316,2675
833,316,2675
834,316,2675
835,316,2675
836,316,2675
837,316,2675
838,316,2675
839,316,2675
840,316,2675
841,316,2675
842,316,2675
843,316,2675
844,316,2675
845,316,2675
846,316,2675
847,316,2675
848,316,2675
849,316,2675
850,316,2675
851,316,2675
852,316,2675
853,316,2675
854,316,2675
855,316,2675
856,316,2675
857,316,2675
858,316,2675
859,316,2675
860,316,2675
861,316,2675
862,316,2675
863,316,2675
864,316,2675
865,316,2675
866,316,2675
867,316,2675
868,316,2675
869,316,2675
870,316,2675
871,316,2675
872,316,2675
873,316,2675
874,316,2675
875,316,2675
876,316,2675
877,316,2675
878,316,2675
879,316,2675
880,316,2675
881,316,2675
882,316,2675
883,316,2675
884,316,2675
885,316,2675
886,316,2675
887,316,2675
888,316,2675
889,316,2675
890,316,2675
891,316,2675
892,316,2675
893,316,2675
894,316,2675
895,316,2675
896,316,2675
897,316,2675
898,316,2675
899,316,2675
900,316,2675
901,316,2675
902,316,2675
903,316,2675
904,316,2675
905,316,2675
906,316,2675
907,316,2675
908,316,2675
909,316,2675
910,316,2675
911,316,2675
912,316,2675
913,316,2675
914,316,2675
915,316,2675
916,316,2675
917,316,2675
918,316,2675
919,316,2675
920,316,2675
921,316,2675
922,316,2675
923,316,2675
924,316,2675
925,316,2675
926,316,2675
927,316,2675
928,316,2675
929,316,2675
930,316,2675
931,316,2675
932,316,2675
933,316,2675
934,316,2675
935,316,2675
936,316,2675
937,316,2675
938,316,2675
939,316,2675
940,316,2675
941,316,2675
942,316,2675
943,316,2675
944,316,2675
945,316,2675
946,316,2675
947,316,2675
948,316,2675
949,316,2675
950,316,2675
951,316,2675
952,316,2675
953,316,2675
954,316,2675
955,316,2675
956,316,2675
957,316,2675
958,316,2675
959,316,2675
960,316,2675
961,316,2675
962,316,2675
963,316,2675
964,316,2675
965,316,2675
966,316,2675
967,316,2675
968,316,2675
969,316,2675
970,316,2675
971,316,2675
972,316,2675
973,316,2675
974,316,2675
975,316,2675
976,316,2675
977,316,2675
978,316,2675
979,316,2675
980,316,2675
981,316,2675
982,316,2675
983,316,2675
984,316,2675
985,316,2675
986,316,2675
987,316,2675
988,45,3220
989,316,2675
990,316,2675
991,316,2675
992,316,2675
993,316,2675
994,316,2675
995,316,2675
996,316,2675
997,316,2675
998,316,2675
999,316,2675
1000,316,2675
1001,316,2675
1002,316,2675
1003,316,2675
1004,316,2675
1005,316,2675
1006,316,2675
1007,316,2675
1008,316,2675
1009,316,2675
1010,316,2675
1011,316,2675
1012,316,2675
1013,316,2675
1014,316,2675
1015,316,2675
1016,316,2675
1017,316,2675
1018,316,2675
1019,316,2675
1020,316,2675
1021,316,2675
1022,316,2675
1023,0,0
1024,316,2675
1025,316,2675
1026,316,2165
1027,843,1685
1028,656,1174
1029,843,1207
1030,843,1687
1031,843,1687
1032,843,1687
1033,843,1687
1034,843,1687
1035,843,1687
1036,843,1687
1037,843,1687
1038,843,1687
1039,843,1687
1040,843,1687
1041,843,1687
1042,843,1687
1043,843,1687
1044,843,1687
1045,843,1687
1046,843,1687
1047,843,1687
1048,843,1687
1049,843,1687
1050,843,1687
1051,843,1687
1052,843,1687
1053,843,1687
1054,843,1687
1055,843,1687
1056,843,1687
1057,843,1687
1058,843,1687
1059,843,1687
1060,843,1687
1061,843,1687
1062,843,1687
1063,843,1687
1064,843,1687
1065,843,1687
1066,843,1687
1067,843,1687
1068,843,1687
1069,656,1654
1070,656,1654
1071,656,1654
1072,843,1687
1073,843,1687
1074,656,1654
1075,656,1654
1076,656,1654
1077,843,1687
1078,843,1687
1079,843,1687
1080,656,1654
1081,656,1654
1082,843,1687
1083,843,1687
1084,656,1654
1085,656,1654
1086,843,1687
1087,843,1687
1088,656,1654
1089,656,1654
1090,656,1654
1091,656,1654
1092,843,1687
1093,843,1687
1094,656,1654
1095,656,1654
1096,656,1654
1097,656,1654
1098,656,1654
1099,656,1654
1100,656,1654
1101,656,1654
1102,656,1654
1103,656,1654
1104,656,1654
1105,656,1654
1106,656,1654
1107,656,1652
1108,656,1652
1109,656,1652
1110,656,1654
1111,656,1654
1112,656,1654
1113,656,1654
1114,656,1654
1115,656,1654
1116,656,1654
1117,656,1652
1118,656,1652
1119,656,1652
1120,656,1652
1121,656,1652
1122,656,1654
1123,656,1654
1124,656,1654
1125,656,1654
1126,656,1076
1127,656,1654
1128,656,1654
1129,656,1654
1130,656,1654
1131,656,1652
1132,656,1652
1133,656,1652
1134,656,1654
1135,656,1654
1136,656,1654
1137,656,1652
1138,656,1106
1139,656,1652
1140,656,1652
1141,656,1652
1142,656,1652
1143,656,1652
1144,656,1652
1145,656,1652
1146,656,1652
1147,656,1652
1148,656,1652
1149,656,1652
1150,656,1654
1151,656,1654
1152,656,1654
1153,656,1652
1154,656,1652
1155,316,2195
1156,900,1003
1157,266,608
1158,133,2540
1159,380,2125
1160,266,1762
1161,211,1197
1162,266,1792
1163,266,1762
1164,266,1762
1165,709,291
1166,709,262
1167,266,1830
1168,266,1830
1169,266,1830
1170,900,327
1171,900,1003
1172,709,940
1173,709,940
1174,709,940
1175,900,973
1176,900,973
1177,900,973
1178,900,973
1179,900,973
1180,900,973
1181,900,973
1182,900,973
1183,889,1039
1184,889,1039
1185,889,1039
1186,889,1039
1187,889,1039
1188,889,1039
1189,889,1039
1190,889,1039
1191,889,1039
1192,889,1039
1193,889,1039
1194,889,1039
1195,889,1039
1196,656,1584
1197,656,1584
1198,656,1586
1199,656,1586
1200,656,1586
1201,656,1586
1202,656,1586
1203,656,1586
1204,656,1586
1205,656,1586
1206,843,1620
1207,656,1586
1208,656,1586
1209,843,1620
1210,843,1620
1211,656,1652
1212,656,1652
1213,656,1106
1214,843,1620
1215,843,1620
1216,843,1620
1217,843,1620
1218,843,1620
1219,843,1620
1220,843,1620
1221,843,1620
1222,843,1620
1223,316,2165
1224,316,2165
1225,843,1620
1226,316,2165
1227,316,2165
1228,316,2195
1229,45,2740
1230,316,2675
1231,316,2195
1232,45,2740
1233,45,2740
1234,45,2740
1235,45,2740
1236,45,2740
1237,45,2740
1238,45,2742
1239,45,2742
1240,45,2742
1241,45,2742
1242,45,2742
1243,45,2742
1244,45,2742
1245,45,2742
1246,316,3256
1247,45,3288
1248,45,3288
1249,45,3285
1250,45,3285
1251,45,3285
1252,316,3831
1253,316,3831
1254,316,3831
1255,316,3831
1256,316,3831
1257,316,3831
1258,316,3831
1259,316,3831
1260,316,3831
1261,316,3831
1262,316,3831
1263,316,3831
1264,316,3831
1265,316,3831
1266,316,3831
1267,316,3253
1268,316,3253
1269,316,3253
1270,316,3253
1271,316,3253
1272,316,3253
1273,316,3253
1274,316,3256
1275,316,3253
1276,316,3253
1277,316,3253
1278,316,3253
1279,316,3253
1280,316,3253
1281,316,3253
1282,316,3256
1283,316,3253
1284,316,3253
1285,316,3253
1286,316,3253
1287,316,3253
1288,316,3253
1289,316,3253
1290,316,3253
1291,316,3253
1292,316,3253
1293,316,3253
1294,316,3253
1295,316,3253
1296,316,3256
1297,316,3256
1298,316,3256
1299,316,3253
1300,316,3253
1301,316,3253
1302,316,3253
1303,316,3253
1304,316,3253
1305,316,3253
1306,316,3253
1307,316,3253
1308,316,3253
1309,316,3253
1310,316,3253
1311,316,3253
1312,316,3253
1313,316,3253
1314,316,3253
1315,316,3253
1316,316,3831
1317,316,3831
1318,316,3253
1319,316,3831
1320,316,3253
1321,316,3253
1322,316,3253
1323,316,3253
1324,316,3253
1325,316,3253
1326,316,3253
1327,316,3253
1328,316,3253
1329,316,3253
1330,316,3253
1331,316,3253
1332,316,3253
1333,316,3253
1334,316,3253
1335,316,3253
1336,316,3253
1337,316,3253
1338,316,3253
1339,45,3220
1340,316,3253
1341,316,3253
1342,316,3253
1343,316,3253
1344,316,3253
1345,316,3253
1346,316,3253
1347,316,3253
1348,316,3253
1349,316,3253
1350,316,3253
1351,316,3253
1352,316,3253
1353,316,3283
1354,316,3763
1355,45,3730
1356,45,3730
1357,45,3250
1358,45,3250
1359,45,3250
1360,45,3730
1361,45,3730
1362,45,3730
1363,45,3730
1364,45,3730
1365,45,3730
1366,45,3730
1367,45,3730
1368,45,3730
1369,45,3184
1370,45,3730
1371,45,3250
1372,45,3250
1373,316,2672
1374,45,3184
1375,45,3184
1376,45,3730
1377,380,2127
1378,380,2127
1379,119,2094
1380,45,3220
1381,316,3253
1382,316,3253
1383,316,3253
1384,316,3253
1385,316,3253
1386,45,3220
1387,45,3220
1388,316,3253
1389,316,2675
1390,316,2675
1391,316,2675
1392,45,3220
1393,45,3220
1394,316,2675
1395,316,2675
1396,316,2675
1397,316,2675
1398,316,2675
1399,316,2675
1400,316,2675
1401,316,2672
1402,316,2672
1403,316,2672
1404,316,2675
1405,316,2672
1406,316,2672
1407,316,2672
1408,316,2672
1409,316,2672
1410,316,2675
1411,316,2675
1412,45,3220
1413,316,2675
1414,316,2675
1415,316,2675
1416,316,2675
1417,316,2672
1418,45,3184
1419,45,3730
1420,380,2607
1421,316,2672
1422,316,2675
1423,316,2672
1424,316,2672
1425,316,2672
1426,316,2675
1427,316,2675
1428,316,2675
1429,316,2675
1430,316,2675
1431,316,2675
1432,316,2675
1433,316,2675
1434,316,2097
1435,316,2672
1436,316,2672
1437,380,2127
1438,316,2675
1439,316,2195
1440,843,1620
1441,656,1652
1442,656,1654
1443,656,1654
1444,656,1654
1445,656,1654
1446,656,1654
1447,656,1654
1448,656,1654
1449,656,1654
1450,656,1654
1451,656,1654
1452,656,1654
1453,656,1654
1454,656,1654
1455,656,1654
1456,656,1654
1457,656,1654
1458,656,1654
1459,656,1654
1460,656,1654
1461,656,1654
1462,656,1654
1463,656,1654
1464,656,1654
1465,656,1654
1466,656,1654
1467,656,1654
1468,656,1654
1469,656,1654
1470,656,1654
1471,656,1174
1472,656,1174
1473,656,1174
1474,656,1654
1475,843,1687
1476,656,1654
1477,656,1654
1478,656,1654
1479,656,1654
1480,656,1654
1481,656,1654
1482,843,1687
1483,656,1654
1484,656,1654
1485,656,1654
1486,656,1654
1487,656,1654
1488,656,1654
1489,656,1654
1490,656,1654
1491,656,1654
1492,656,1654
1493,656,1654
1494,656,1654
1495,656,1654
1496,656,1654
1497,656,1652
1498,316,2165
1499,709,940
1500,266,1764
1501,709,1418
1502,709,1418
1503,709,1418
1504,45,2064
1505,889,1039
1506,656,1584
1507,45,3288
1508,45,3288
1509,45,3288
1510,45,2742
1511,316,3321
1512,316,3801
1513,316,2675
1514,45,3220
1515,316,3321
1516,316,3321
1517,316,3321
1518,316,3321
1519,316,3321
1520,316,3321
1521,45,3288
1522,45,3288
1523,45,3288
1524,45,2742
1525,316,2165
1526,656,1654
1527,656,1654
1528,656,1654
1529,843,1687
1530,843,1687
1531,843,1687
1532,656,1654
1533,316,2165
1534,316,2675
1535,0,0
1536,316,2675
1537,316,2165
1538,843,1685
1539,656,1850
1540,656,1405
1541,656,761
1542,843,795
1543,656,1342
1544,843,797
1545,656,186
1546,656,732
1547,843,797
1548,843,795
1549,656,186
1550,656,186
1551,656,732
1552,656,186
1553,656,186
1554,656,732
1555,843,797
1556,843,795
1557,656,732
1558,843,797
1559,656,1342
1560,656,761
1561,656,186
1562,843,797
1563,656,732
1564,656,1340
1565,656,1822
1566,843,1277
1567,843,1277
1568,656,761
1569,656,1342
1570,843,797
1571,843,797
1572,656,761
1573,843,795
1574,656,1340
1575,656,732
1576,843,797
1577,656,1342
1578,656,732
1579,843,797
1580,656,1340
1581,656,1340
1582,656,1340
1583,656,1917
1584,843,795
1585,843,795
1586,656,1340
1587,889,1840
1588,656,1822
1589,656,1822
1590,656,1340
1591,843,1275
1592,656,1820
1593,889,1840
1594,656,1342
1595,656,1342
1596,656,1917
1597,889,1840
1598,843,700
1599,843,1277
1600,656,1820
1601,656,1820
1602,656,1917
1603,656,1820
1604,843,1275
1605,843,1275
1606,656,1917
1607,889,1840
1608,889,1840
1609,889,1840
1610,656,1820
1611,656,1820
1612,656,1340
1613,656,1820
1614,843,1885
1615,316,2431
1616,843,1951
1617,316,2431
1618,316,2431
1619,656,1820
1620,843,1883
1621,843,1885
1622,843,1951
1623,843,1951
1624,656,1917
1625,843,1951
1626,843,1951
1627,316,2431
1628,656,1820
1629,843,1885
1630,316,2429
1631,316,2429
1632,45,3006
1633,316,2431
1634,843,1885
1635,316,2431
1636,843,1885
1637,316,2431
1638,119,3537
1639,119,2960
1640,119,2960
1641,316,2431
1642,843,1951
1643,119,2960
1644,843,1883
1645,316,2431
1646,119,2960
1647,843,1885
1648,316,2431
1649,316,2431
1650,45,3551
1651,316,2429
1652,316,2429
1653,843,1883
1654,656,1915
1655,316,2429
1656,316,2429
1657,843,1883
1658,656,1850
1659,316,2429
1660,316,2429
1661,316,2431
1662,843,1885
1663,843,1885
1664,656,1820
1665,316,2431
1666,843,1883
1667,843,1235
1668,743,2552
1669,704,1447
1670,677,2303
1671,119,3755
1672,787,382
1673,448,102
1674,370,1882
1675,594,927
1676,724,320
1677,370,701
1678,109,1311
1679,370,191
1680,3,802
1681,3,1282
1682,370,191
1683,523,2770
1684,281,2835
1685,523,2901
1686,523,2901
1687,281,2838
1688,817,3763
1689,523,2260
1690,817,3763
1691,817,3763
1692,817,3763
1693,625,3730
1694,817,3763
1695,773,2623
1696,773,2623
1697,625,3730
1698,773,2143
1699,625,3730
1700,817,3152
1701,817,3152
1702,817,3152
1703,579,2590
1704,579,2110
1705,579,2590
1706,743,2524
1707,579,2590
1708,316,4092
1709,743,2526
1710,743,2526
1711,743,2526
1712,316,4094
1713,316,4094
1714,625,2064
1715,45,3964
1716,316,3997
1717,45,3966
1718,45,3486
1719,794,2481
1720,316,3997
1721,45,3418
1722,316,2361
1723,316,2909
1724,843,1883
1725,316,3519
1726,316,2938
1727,316,2841
1728,45,3964
1729,45,2808
1730,45,2328
1731,843,1752
1732,45,2330
1733,45,2330
1734,316,2361
1735,843,1782
1736,45,2328
1737,45,2330
1738,843,1752
1739,843,1685
1740,45,2260
1741,656,1584
1742,698,1614
1743,843,1617
1744,656,1104
1745,656,1649
1746,656,1104
1747,656,1104
1748,656,1104
1749,656,1106
1750,656,1106
1751,656,1106
1752,843,529
1753,709,1007
1754,843,529
1755,709,1007
1756,709,1007
1757,900,975
1758,709,942
1759,900,975
1760,709,1007
1761,709,1007
1762,510,1963
1763,510,1865
1764,266,1832
1765,510,1254
1766,266,1832
1767,266,1734
1768,510,1189
1769,510,1189
1770,510,1189
1771,510,1189
1772,266,1734
1773,510,1189
1774,510,1254
1775,709,264
1776,709,264
1777,266,1734
1778,900,297
1779,900,297
1780,510,1865
1781,900,395
1782,900,395
1783,900,395
1784,709,940
1785,900,365
1786,510,1867
1787,510,1867
1788,510,1865
1789,900,395
1790,900,395
1791,709,940
1792,900,395
1793,900,365
1794,709,942
1795,900,365
1796,900,395
1797,900,395
1798,709,940
1799,900,395
1800,510,1865
1801,709,940
1802,900,395
1803,510,1865
1804,900,395
1805,900,395
1806,709,940
1807,510,1867
1808,510,1867
1809,900,365
1810,510,1867
1811,900,365
1812,709,940
1813,900,395
1814,900,395
1815,900,395
1816,510,1865
1817,900,395
1818,900,395
1819,510,1865
1820,900,395
1821,510,1865
1822,510,1865
1823,900,395
1824,900,395
1825,900,395
1826,510,1865
1827,900,875
1828,900,297
1829,900,297
1830,900,297
1831,709,264
1832,900,297
1833,900,297
1834,900,875
1835,709,1420
1836,900,395
1837,900,297
1838,900,875
1839,709,1420
1840,900,875
1841,709,1420
1842,709,1420
1843,900,297
1844,709,940
1845,900,875
1846,900,875
1847,709,1420
1848,709,938
1849,709,940
1850,900,395
1851,900,973
1852,900,392
1853,709,1420
1854,709,1420
1855,900,297
1856,709,1420
1857,900,875
1858,900,875
1859,900,875
1860,900,872
1861,900,297
1862,900,297
1863,900,875
1864,709,1418
1865,709,1384
1866,709,1927
1867,900,1993
1868,119,2572
1869,133,2538
1870,900,1481
1871,119,2572
1872,133,2538
1873,119,2572
1874,133,2538
1875,119,2572
1876,119,2572
1877,119,2572
1878,133,2538
1879,119,2572
1880,119,2572
1881,380,2637
1882,119,2572
1883,119,2572
1884,119,2092
1885,119,2572
1886,119,2572
