f1,f2,f3,f4
146,107,92,124
151,101,168,158
6,124,191,91
54,137,124,99
73,164,135,177
186,162,71,197
160,109,134,143
143,132,44,24
167,160,91,94
118,63,88,84
121,157,134,159
133,143,129,117
165,160,116,107
168,174,120,128
104,4,108,69
110,107,169,195
73,111,130,124
151,111,114,152
97,134,138,96
87,177,65,110
129,93,65,75
161,134,110,109
179,131,153,108
111,151,141,85
129,95,71,77
205,79,169,126
149,208,135,148
126,171,152,78
190,164,93,146
113,152,118,141
152,161,138,100
130,149,135,112
120,152,45,106
122,150,129,109
88,154,103,108
86,97,171,104
130,99,150,162
137,149,131,224
120,109,114,134
186,121,198,111
103,164,111,134
148,170,208,134
122,114,85,156
79,120,153,195
131,166,109,154
158,89,139,158
83,88,152,117
122,134,134,62
136,173,97,154
173,139,211,155
28,142,78,153
183,131,145,153
161,140,126,92
196,129,112,136
98,83,199,156
138,170,152,142
124,112,42,125
70,138,153,113
126,182,146,140
113,205,108,104
97,197,58,127
219,111,79,144
86,157,101,148
101,90,115,122
96,133,108,123
186,227,137,0
91,79,200,154
101,84,157,110
89,199,71,94
183,81,138,126
159,56,180,83
87,91,92,117
156,100,217,125
106,135,55,62
121,84,150,116
162,131,129,168
186,66,67,123
56,108,90,190
131,96,75,143
142,131,209,108
68,101,174,99
133,187,96,160
98,114,129,105
120,128,65,204
100,215,190,152
120,169,107,148
107,80,124,114
155,143,167,190
102,38,99,136
132,150,187,98
95,90,60,114
85,123,109,47
105,74,120,181
185,101,97,97
87,125,138,114
116,148,109,182
116,109,88,108
160,153,99,128
127,165,142,78
129,193,80,141
112,130,101,174
123,148,192,138
97,137,87,213
74,173,128,155
106,171,144,216
189,176,138,175
83,130,131,43
163,176,50,212
51,155,138,10
108,123,116,183
98,123,81,27
166,60,153,175
152,131,156,132
208,93,104,99
126,216,158,122
58,147,184,107
133,225,169,65
178,166,219,121
186,103,209,164
144,98,201,94
28,167,59,57
138,108,110,130
187,126,146,68
110,154,67,93
110,78,68,124
72,149,121,200
209,185,125,145
68,83,101,155
85,177,101,173
33,56,101,178
148,88,171,102
199,160,66,111
61,239,153,133
130,94,137,75
96,183,232,155
133,108,134,153
138,0,158,97
84,81,122,97
189,142,163,96
161,122,164,111
110,85,61,120
107,187,21,211
96,102,19,147
147,167,132,165
172,121,130,194
141,71,161,129
91,115,142,175
84,97,169,178
166,160,200,112
83,157,154,100
130,106,72,92
124,101,118,158
95,195,156,130
121,100,97,90
107,156,147,95
99,133,69,89
158,103,183,195
162,142,216,180
0,170,168,158
135,118,239,135
96,94,23,137
120,77,114,153
70,141,187,116
169,99,106,141
165,122,45,128
139,145,114,131
97,181,82,157
92,45,138,37
156,143,130,117
180,124,139,183
98,102,137,104
199,95,90,235
103,168,174,167
82,83,20,105
198,110,119,101
83,232,143,87
0,93,151,173
139,89,152,67
206,121,105,85
103,108,109,159
119,166,131,67
165,125,161,78
106,160,129,116
116,150,104,123
83,164,111,104
69,111,82,121
188,162,94,40
93,153,163,116
78,113,173,126
145,109,167,55
159,167,168,192
94,61,130,83
113,7,133,178
121,150,140,109
182,118,192,74
102,112,102,55
177,124,80,114
151,106,134,171
143,68,124,113
118,193,116,182
91,76,154,164
74,106,162,184
208,80,182,129
106,139,69,91
95,120,155,199
96,96,89,111
76,92,141,117
113,141,118,120
202,126,126,157
150,156,141,129
194,159,121,147
140,119,60,146
160,156,122,94
81,157,159,179
108,121,42,116
79,125,101,149
180,78,116,75
93,142,154,164
103,77,79,61
184,193,134,122
152,191,105,36
176,38,174,75
102,0,68,128
108,170,81,149
71,123,178,149
117,119,104,182
95,41,253,157
107,110,73,98
154,113,136,78
125,94,150,161
141,144,136,120
143,88,164,149
198,96,123,157
78,153,163,113
118,73,80,70
167,224,170,106
186,142,105,105
106,108,145,85
92,126,106,100
117,73,92,154
71,95,184,182
137,166,71,175
146,97,96,33
125,133,116,94
176,125,41,150
98,177,51,145
126,72,125,164
196,172,121,145
143,131,152,107
92,124,43,137
94,169,150,84
89,140,85,119
140,108,99,117
100,158,109,90
153,104,115,199
100,155,143,104
145,117,85,147
20,137,130,65
66,74,115,188
202,119,109,115
179,144,147,218
128,144,157,80
112,105,155,159
182,107,97,155
160,105,255,105
162,95,116,194
70,109,153,112
141,110,93,137
100,135,195,83
140,93,90,144
126,81,149,103
137,177,49,124
173,156,169,159
137,153,127,158
91,146,110,174
157,135,146,146
68,191,81,185
136,170,70,131
136,132,123,89
80,109,113,31
152,139,106,65
138,151,142,90
104,146,87,122
145,97,154,141
60,110,95,166
179,169,179,165
218,145,179,95
92,153,133,159
93,135,193,136
133,141,158,132
110,130,154,138
180,79,116,189
162,119,146,128
211,83,65,108
103,96,121,68
83,164,27,103
132,83,201,178
103,56,123,180
204,93,117,109
177,161,151,129
137,144,112,146
159,110,188,64
157,113,88,38
62,115,123,133
148,111,70,122
135,200,136,160
124,67,136,207
144,93,122,176
103,57,185,59
94,143,86,143
190,119,69,136
80,133,133,180
176,144,83,79
132,14,81,92
77,159,204,105
142,92,121,91
77,83,171,118
136,95,199,132
121,102,193,44
149,121,62,137
177,112,154,113
137,108,175,122
97,186,26,131
115,167,255,56
180,111,144,88
142,85,132,126
160,117,116,176
108,155,148,209
128,160,125,83
181,104,111,118
105,76,90,152
78,123,156,107
143,159,35,167
150,138,132,71
112,171,180,161
110,134,136,185
118,115,125,71
144,106,154,108
164,128,150,194
50,85,102,160
97,110,166,90
57,154,185,106
142,171,43,121
98,108,155,69
177,198,131,227
45,80,82,76
163,89,212,167
86,119,115,129
101,82,70,107
129,128,123,83
139,207,106,139
96,0,144,184
170,157,120,155
151,64,89,56
124,168,145,47
141,180,172,114
117,114,174,92
102,145,213,148
171,210,222,87
182,165,117,80
33,162,192,112
121,138,172,112
158,166,68,75
167,129,84,192
52,248,139,159
146,125,5,78
100,114,91,125
177,186,59,156
160,112,115,151
89,114,163,113
174,156,78,122
112,101,131,69
129,146,130,1
168,80,63,78
126,95,130,145
103,188,106,123
43,134,122,71
52,100,183,124
150,134,77,132
115,111,123,135
66,174,125,161
88,145,97,137
17,152,50,128
86,117,114,96
72,128,132,142
110,76,145,152
116,128,31,150
93,133,95,105
141,118,61,56
60,152,75,124
57,138,70,159
128,132,110,98
118,93,189,135
97,112,89,141
233,26,88,86
145,156,62,173
129,136,127,146
162,156,90,94
160,150,149,170
117,167,104,75
125,159,58,150
96,108,158,159
99,77,77,179
160,88,146,127
71,139,166,164
183,24,131,170
188,108,6,73
187,161,94,160
158,78,88,119
140,121,124,101
94,133,62,71
102,129,112,157
93,53,103,75
110,64,112,89
81,143,128,141
139,140,199,165
107,131,144,150
101,79,115,90
65,104,133,115
57,111,118,115
164,137,67,128
123,151,80,184
110,176,81,109
147,102,149,61
201,174,219,139
199,132,169,163
134,109,193,195
130,106,112,153
82,169,119,143
139,255,174,122
78,190,163,163
52,96,88,169
139,128,158,189
127,112,167,121
160,108,149,134
145,129,181,139
141,175,198,145
179,81,122,131
121,98,69,72
148,60,123,68
89,192,40,85
255,96,92,139
108,125,120,94
56,142,183,154
134,171,69,146
126,87,135,154
141,115,113,195
221,195,148,148
108,162,174,109
209,52,174,67
114,148,154,68
123,211,121,92
130,164,79,79
195,191,139,222
77,126,53,143
108,0,177,92
154,116,114,191
137,144,131,155
164,92,92,143
82,114,184,175
174,93,142,111
178,130,81,132
164,138,102,150
98,132,147,115
115,54,93,142
122,183,130,52
129,32,143,102
61,142,127,119
197,177,112,92
136,75,139,168
114,134,41,122
131,119,111,127
84,204,137,113
145,42,128,113
157,164,134,176
152,115,156,101
101,94,118,67
130,48,175,84
189,100,21,196
121,138,109,177
101,155,133,133
127,94,122,152
70,181,143,108
205,122,93,193
160,107,135,90
142,110,171,167
32,92,202,157
140,136,166,134
200,187,199,196
47,98,189,124
106,86,104,95
125,83,175,144
99,68,83,129
67,135,123,92
185,83,154,107
165,162,133,84
105,141,145,186
153,48,119,172
129,182,167,121
49,118,116,122
215,97,112,93
122,148,112,173
78,110,83,167
141,175,83,159
52,114,157,212
126,157,132,116
85,157,97,140
93,151,155,121
122,185,172,184
134,133,105,106
111,71,146,122
0,166,99,135
96,156,106,192
126,113,173,147
67,167,191,106
143,34,194,60
157,112,146,106
164,143,175,161
105,89,153,90
94,50,150,135
112,84,120,152
140,83,185,119
87,18,130,199
187,47,102,120
184,220,127,100
118,183,169,54
96,122,123,101
108,47,139,185
144,132,186,56
123,108,77,94
96,95,102,159
128,104,129,107
89,194,164,93
152,151,38,152
122,125,157,87
107,84,136,124
69,114,46,137
48,90,133,176
182,126,65,101
122,127,167,149
112,38,107,160
211,143,158,134
130,44,55,101
195,86,254,134
116,120,167,121
143,106,132,155
135,108,90,176
122,144,139,163
121,200,97,87
122,165,130,128
118,107,51,147
121,170,162,110
112,129,146,107
65,106,54,51
164,114,86,147
175,88,63,148
166,87,64,98
160,139,188,127
215,151,134,175
142,63,176,108
139,43,157,208
138,56,147,115
91,135,39,125
138,93,130,122
186,30,149,94
102,151,152,115
51,145,117,85
75,108,120,200
61,218,18,140
237,195,63,166
170,207,92,99
158,157,137,97
145,148,182,140
87,117,189,49
141,205,94,127
62,171,141,112
94,124,145,156
52,93,97,123
190,123,154,62
154,121,110,144
88,21,170,159
163,78,139,99
106,72,138,195
112,166,160,189
168,177,189,87
103,108,77,69
103,81,93,81
83,107,138,117
172,112,121,87
129,140,154,139
105,169,80,149
192,207,103,174
81,155,135,56
237,194,167,180
122,101,104,94
106,55,169,132
112,107,207,181
160,107,142,167
121,104,169,155
191,218,54,120
66,167,195,61
113,112,144,96
134,141,129,153
106,213,146,117
34,43,174,53
108,70,122,45
78,158,94,156
124,87,55,155
100,179,180,121
152,105,77,122
114,104,128,55
170,110,125,99
70,147,124,202
141,203,143,172
89,101,215,206
127,179,77,145
50,204,157,147
107,88,95,117
190,84,76,135
87,114,101,95
107,91,166,117
200,103,114,202
154,70,121,167
170,161,154,149
122,61,101,135
46,196,173,129
96,140,144,184
157,84,199,159
74,184,146,193
138,73,89,165
188,162,75,92
56,113,128,46
85,155,126,149
145,255,203,92
118,110,152,103
109,69,92,129
144,22,113,119
160,111,192,123
161,48,73,165
39,111,139,89
132,73,97,69
125,118,122,83
137,59,179,77
84,66,141,144
125,80,162,77
106,114,141,173
129,138,96,126
119,64,99,134
56,100,160,181
171,172,134,96
61,70,177,192
86,171,100,148
139,176,84,112
30,134,214,134
126,135,200,154
183,181,99,155
114,136,87,116
149,36,70,161
152,128,104,158
141,226,229,123
104,141,146,172
113,70,39,169
138,82,107,204
93,184,134,164
145,67,107,193
94,130,145,99
73,125,117,142
173,134,86,109
194,118,175,88
98,158,104,86
223,47,184,151
155,123,57,167
152,118,72,160
123,153,215,30
78,130,134,168
138,194,132,116
31,106,109,148
186,107,157,157
203,136,65,129
112,123,105,60
122,146,94,159
126,93,149,155
23,59,115,94
68,102,149,136
133,99,115,100
92,41,141,57
87,72,173,55
124,58,224,86
80,119,73,92
151,199,111,175
119,92,156,167
212,119,141,135
131,119,164,144
121,162,81,104
184,123,91,98
91,131,105,158
135,93,118,169
102,63,103,101
0,90,117,144
105,224,124,186
152,145,126,67
91,139,204,86
109,95,70,156
166,131,126,176
104,88,153,135
130,119,185,106
145,185,128,74
137,196,97,93
145,147,148,194
89,142,93,124
114,97,121,134
110,72,167,138
97,184,165,191
65,163,143,103
46,93,214,65
138,61,150,112
153,81,92,148
130,86,143,92
83,73,183,179
115,99,108,49
133,108,113,147
179,141,139,145
207,45,184,137
179,130,143,163
145,89,188,89
87,132,152,129
58,136,116,99
82,114,87,113
97,143,69,118
79,69,145,138
78,134,233,192
152,130,114,120
149,80,116,29
66,95,86,155
108,170,172,114
103,110,87,199
190,52,71,106
57,143,137,163
111,193,187,106
139,31,118,116
169,169,128,107
108,164,157,220
120,66,194,146
70,42,129,16
57,56,103,204
225,168,120,140
130,167,222,133
160,137,86,162
117,81,100,121
110,128,130,221
189,182,154,23
73,95,199,145
150,113,145,53
137,60,106,162
169,118,203,107
170,123,129,78
141,143,59,133
132,115,142,127
163,76,100,164
246,49,114,152
107,182,89,153
113,51,64,171
84,178,135,161
82,125,85,97
139,110,84,153
95,83,129,112
157,122,153,73
180,150,142,190
241,141,91,124
110,89,96,70
137,144,218,148
139,109,85,215
72,99,128,188
132,146,202,108
126,54,84,154
69,73,166,69
109,193,135,139
143,127,131,116
127,25,153,112
167,207,111,203
122,157,111,156
102,126,66,80
150,117,81,106
70,105,49,171
82,127,173,128
71,108,104,177
82,79,102,77
133,159,118,156
109,108,195,122
104,82,189,180
53,98,103,113
85,90,105,141
109,169,116,95
153,103,113,133
152,213,200,90
110,54,155,150
42,81,138,123
141,124,149,115
97,70,150,72
99,111,145,142
162,156,155,54
175,202,85,133
89,156,154,126
159,113,127,98
238,137,112,78
134,118,117,156
60,83,79,151
117,121,214,43
76,137,147,104
220,168,191,117
159,93,179,140
103,121,112,170
173,125,134,151
53,103,109,143
110,127,160,61
165,136,103,45
34,19,193,131
138,143,103,160
206,123,165,138
157,151,158,71
198,224,98,187
164,152,185,136
96,244,123,147
115,142,117,90
101,200,126,151
137,149,75,125
127,129,139,149
201,98,84,129
134,96,172,175
158,101,120,85
84,78,201,180
212,148,208,120
128,143,186,164
151,143,114,121
135,103,105,184
106,151,173,225
127,181,176,171
77,160,196,98
97,72,165,145
162,121,121,50
155,131,184,100
115,139,126,157
130,128,106,103
104,115,103,180
151,102,100,188
35,154,213,96
40,102,120,142
118,229,195,133
238,99,171,99
163,181,175,196
115,96,128,131
77,102,116,193
148,178,129,121
89,72,96,76
188,146,195,195
139,154,204,187
170,107,129,103
92,144,117,119
109,127,206,166
110,58,94,134
156,85,116,104
88,193,117,128
138,214,78,138
133,126,137,169
127,157,138,240
177,109,93,102
182,147,149,212
53,63,96,166
172,124,95,91
188,169,120,48
178,139,158,147
215,154,76,111
180,75,151,99
54,108,109,92
143,129,221,146
153,124,146,115
149,108,96,69
86,108,112,197
101,168,127,215
106,151,138,133
56,59,39,28
109,156,139,196
106,101,167,134
57,109,171,87
139,101,173,116
123,89,160,177
88,103,221,117
122,111,106,128
47,106,153,190
98,169,181,102
77,152,135,154
154,112,255,177
27,30,123,171
118,164,158,43
198,126,126,170
150,143,204,149
156,141,122,228
125,160,118,164
113,147,131,85
96,152,154,185
83,131,114,84
87,209,123,155
164,100,101,91
174,139,181,109
161,168,105,67
134,84,66,195
45,47,154,108
145,72,169,111
170,141,83,147
92,144,124,103
50,172,145,130
193,178,75,170
92,104,151,121
135,131,185,158
169,94,124,147
106,141,106,88
102,112,58,125
68,130,76,170
151,179,23,182
62,93,121,95
137,93,94,147
141,201,12,123
21,126,85,30
119,146,63,181
146,153,174,159
92,83,86,167
192,133,90,179
178,50,179,113
102,65,131,121
172,97,71,127
83,64,202,128
133,69,130,148
38,109,224,71
170,67,173,130
110,140,192,206
169,151,99,48
83,143,157,179
98,60,157,127
185,75,138,36
42,140,69,88
80,123,83,80
107,203,160,156
196,87,73,143
157,187,167,172
122,83,124,56
149,19,65,168
100,84,69,154
218,131,141,60
151,150,178,98
124,178,161,122
122,194,95,156
123,61,157,109
183,115,145,91
119,110,93,81
84,87,151,184
148,143,139,83
91,94,179,89
114,173,157,94
114,136,95,138
198,128,154,80
73,155,160,67
200,88,108,150
159,194,90,135
146,178,107,158
106,146,58,120
68,99,175,181
83,191,121,170
143,137,55,127
86,141,149,144
127,134,61,98
157,69,167,92
98,177,168,118
189,154,104,116
168,124,101,110
49,111,46,118
155,148,133,93
206,150,89,167
221,181,146,135
122,126,98,171
97,157,151,168
138,119,75,101
168,222,106,160
128,79,171,73
60,137,165,65
106,127,65,48
115,127,43,109
90,145,162,129
131,161,155,123
127,121,150,100
114,127,139,119
157,139,142,141
137,62,200,69
135,199,168,100
70,140,140,63
158,175,106,92
122,136,96,166
116,198,136,95
127,153,41,126
139,146,89,155
194,176,74,154
89,120,148,145
113,109,119,133
142,132,64,169
174,88,135,97
222,81,131,139
110,71,187,103
147,147,118,134
141,105,194,144
180,117,89,93
89,121,139,152
78,120,188,163
148,124,215,119
74,194,210,113
81,113,100,124
110,135,95,152
110,107,31,144
99,140,145,77
105,69,93,103
154,122,109,80
23,140,174,106
46,93,81,87
93,92,149,87
126,142,48,151
189,71,156,157
106,85,91,74
109,141,143,109
113,161,93,129
107,102,127,119
201,143,156,185
126,131,193,123
182,117,99,158
87,108,129,159
145,109,140,75
79,188,182,120
153,92,115,144
67,86,39,109
147,143,112,125
164,118,98,182
41,93,187,121
182,125,153,152
128,100,135,137
212,153,180,164
185,100,136,126
87,69,124,173
56,79,112,197
218,161,161,225
179,144,137,87
19,164,119,172
165,124,129,134
186,99,5,131
51,105,143,188
100,70,58,156
145,122,83,100
121,122,69,147
131,149,156,97
144,176,167,111
102,157,163,109
143,119,97,121
133,69,44,50
100,159,135,158
69,116,103,157
61,91,176,88
97,61,165,145
82,143,76,155
145,67,121,83
104,140,99,116
107,172,58,105
145,140,121,26
142,159,78,197
91,109,81,116
135,169,70,122
109,205,179,142
100,186,145,160
203,162,119,164
163,180,78,170
176,125,120,129
86,126,141,178
158,162,124,149
223,85,102,174
100,87,73,104
117,103,137,149
106,22,164,100
156,88,123,184
101,172,101,161
163,154,187,182
172,89,163,73
147,68,154,91
114,118,113,94
186,141,95,118
191,122,161,152
122,142,136,121
97,81,60,127
184,141,112,219
67,119,100,65
106,189,189,101
117,81,137,66
51,99,51,110
142,135,131,140
109,126,56,118
35,119,84,87
144,82,82,116
44,132,108,5
162,69,178,141
79,163,57,80
198,116,130,93
61,170,212,100
149,237,99,176
153,119,115,173
149,179,126,176
164,75,169,183
102,102,104,86
162,172,52,119
103,122,38,114
161,215,130,69
202,126,59,67
156,90,193,99
122,151,133,171
80,34,130,151
139,57,151,130
145,88,185,128
153,135,165,190
127,104,60,42
166,119,33,50
87,107,181,71
138,134,73,135
67,148,93,158
114,92,82,186
108,190,122,144
77,226,140,106
142,161,155,119
146,141,112,131
133,42,130,185
107,113,85,224
168,132,114,89
181,104,39,85
107,133,162,176
168,31,149,118
141,240,116,134
105,109,98,86
133,136,76,166
86,64,118,157
117,117,92,137
33,47,117,187
90,165,23,82
146,230,57,114
144,107,113,108
86,101,94,101
70,122,62,106
115,250,103,122
142,137,120,171
122,95,156,105
170,148,129,152
100,112,155,48
71,126,180,133
95,36,108,207
105,117,132,132
87,86,117,162
147,89,134,139
145,215,103,221
199,171,137,145
92,150,114,120
189,144,77,154
138,55,132,43
105,212,85,143
37,82,99,81
87,211,88,53
116,166,209,129
133,97,115,166
45,149,214,194
125,78,151,152
182,161,95,147
130,137,151,98
21,174,160,174
120,111,209,187
187,215,115,82
85,159,151,100
106,101,181,161
169,48,62,77
147,80,103,88
150,207,216,117
94,107,106,110
66,141,147,186
44,117,145,126
145,90,131,227
96,156,107,84
121,173,149,119
174,62,111,121
43,59,136,192
53,81,148,161
106,105,68,123
189,135,147,143
164,155,155,203
168,134,127,28
74,126,165,197
173,125,186,97
176,122,166,77
164,100,69,138
156,195,171,115
61,112,171,113
152,102,138,117
177,112,128,41
34,102,186,100
85,151,111,138
151,73,162,122
145,223,150,111
155,153,197,188
114,40,131,120
106,85,173,124
151,86,135,67
91,125,90,99
58,212,156,67
10,89,104,161
122,197,54,214
91,176,143,150
97,77,93,161
84,111,149,109
153,75,137,105
132,70,130,107
108,137,19,122
60,98,129,197
192,80,159,128
72,30,102,127
125,115,78,183
127,102,130,127
122,50,145,209
110,141,147,122
37,100,50,159
220,89,98,177
53,123,36,63
55,75,204,136
104,48,135,167
63,158,141,102
98,156,184,134
153,174,81,161
180,155,196,79
210,127,196,155
214,106,151,86
68,164,122,144
168,183,143,89
166,94,150,96
126,190,174,140
95,174,166,98
114,143,51,201
113,141,152,114
106,128,105,93
131,127,111,140
73,201,146,150
141,63,150,44
143,149,150,62
152,102,190,175
133,88,120,153
166,172,79,196
161,164,111,150
75,114,94,98
161,75,166,128
119,165,155,194
86,125,168,156
156,120,187,114
87,150,185,165
146,135,149,146
149,132,128,104
74,161,196,78
122,59,133,149
128,141,110,162
95,131,183,148
83,169,143,134
160,139,50,177
131,178,169,161
104,131,149,182
69,117,19,179
98,180,188,162
89,170,142,155
84,112,148,195
178,109,110,128
146,150,95,122
158,151,144,171
66,83,94,179
180,140,85,94
88,114,136,126
61,221,178,120
189,92,55,158
123,73,193,105
107,149,142,136
154,116,120,110
103,157,93,122
117,123,157,116
156,237,96,116
142,160,81,98
128,95,68,170
108,189,156,67
99,193,1,128
185,151,120,165
117,109,119,143
70,150,181,45
63,155,126,83
171,102,76,132
109,96,54,69
157,129,141,185
92,136,83,120
94,121,139,85
97,118,90,169
151,91,188,135
110,128,201,151
154,95,163,179
129,114,130,200
169,210,135,174
132,135,163,105
100,77,133,113
156,107,132,97
137,94,161,78
172,173,59,132
179,102,132,72
67,104,171,69
98,132,62,207
171,122,65,215
96,147,69,108
180,158,244,203
153,125,85,120
137,68,140,154
187,146,170,104
190,233,71,165
100,161,74,255
147,135,204,111
160,217,82,192
167,106,111,103
74,165,92,109
155,76,101,173
110,91,199,143
147,153,136,107
168,111,83,116
221,132,117,78
137,141,130,149
108,217,124,246
93,161,188,124
120,75,141,88
117,167,139,109
108,127,91,146
168,204,14,10
112,152,174,193
115,112,97,196
149,113,148,173
139,151,174,129
169,115,55,144
136,169,209,180
88,153,195,167
71,130,96,109
227,149,156,135
66,194,156,143
170,117,140,169
137,131,124,130
162,115,110,142
161,137,167,168
138,76,103,127
103,203,101,114
162,126,138,90
36,157,105,100
61,43,151,171
93,64,84,103
141,210,102,144
82,90,112,139
130,63,99,142
140,106,156,169
117,146,215,116
149,207,140,137
204,255,134,135
111,172,154,141
145,103,76,37
74,152,145,48
140,149,138,103
85,191,149,155
126,127,94,115
190,150,139,118
64,114,77,88
180,106,143,121
109,137,138,103
162,102,106,95
158,90,62,149
174,183,122,87
140,115,117,171
66,166,94,147
120,52,160,157
73,60,149,148
106,150,100,67
135,93,147,151
75,58,126,123
97,61,165,150
139,135,181,71
52,83,152,136
222,235,157,116
129,116,152,44
112,138,156,130
131,111,161,108
205,180,156,156
176,119,134,200
104,138,144,42
142,147,166,79
89,65,124,131
46,183,44,133
161,66,214,78
127,110,110,127
93,109,137,182
176,191,118,93
157,80,39,71
130,90,161,187
158,86,141,157
91,102,192,163
68,33,142,150
173,177,73,173
182,114,223,116
69,184,98,255
28,49,106,159
108,91,103,110
116,46,68,178
138,145,144,56
99,84,136,153
129,140,42,119
220,85,169,156
111,193,120,144
123,49,101,86
130,61,138,86
147,121,133,92
135,223,105,147
156,118,175,89
155,96,116,171
132,106,73,167
149,160,156,177
110,211,146,154
109,188,66,146
136,158,170,117
127,81,182,60
168,86,69,101
174,162,98,90
64,15,190,57
135,241,129,181
125,107,120,150
139,139,98,55
161,60,92,89
131,112,133,131
115,147,132,54
158,61,92,71
123,228,145,125
139,145,80,117
151,183,110,105
160,90,115,163
101,168,146,118
178,138,79,104
114,193,107,158
159,165,170,137
114,171,143,98
80,215,111,129
88,131,34,81
174,72,134,122
163,130,224,73
54,87,185,209
169,150,145,133
90,84,104,173
149,184,92,128
175,145,153,99
120,91,185,106
169,60,154,98
168,189,133,115
149,209,112,163
109,138,107,117
115,144,201,114
111,116,170,197
37,135,186,49
172,117,150,82
161,83,136,123
146,122,147,172
58,36,106,34
103,109,128,130
185,85,98,174
140,109,163,110
93,93,89,154
74,119,69,75
168,96,100,150
161,146,200,101
75,101,132,132
72,140,75,157
149,170,124,147
54,154,87,95
133,127,85,177
136,117,162,161
81,172,76,184
32,76,77,88
135,178,28,212
179,76,132,89
34,88,95,188
127,70,74,158
116,80,81,220
42,146,157,163
189,104,111,185
138,179,76,89
78,142,168,119
79,113,41,110
69,182,134,169
106,139,167,57
130,114,129,76
105,176,149,158
63,97,113,159
88,159,84,162
85,125,59,87
118,96,82,215
144,50,158,119
104,157,89,126
65,180,145,179
119,135,122,151
80,94,142,164
142,153,145,145
56,142,91,108
87,152,96,131
156,142,134,93
136,74,140,111
162,32,124,165
128,138,114,181
98,104,206,115
49,82,122,103
84,138,124,124
192,181,162,165
115,144,170,67
75,1,91,154
108,161,101,131
125,112,174,212
125,120,91,108
89,125,158,146
160,209,82,99
134,103,119,127
117,87,152,202
145,102,97,162
105,105,189,122
110,181,59,100
118,94,167,147
106,161,140,108
144,113,115,185
122,126,155,173
218,0,118,146
113,118,195,171
175,194,108,121
60,107,125,71
98,104,132,217
101,181,158,232
158,206,150,144
134,75,137,127
133,134,117,156
138,107,116,159
100,71,162,194
96,116,113,144
116,187,114,39
130,46,171,187
89,137,144,162
111,142,152,117
202,32,103,151
117,102,57,140
108,129,196,143
128,208,196,138
84,118,102,150
93,146,68,103
118,104,145,194
86,106,184,56
51,98,136,232
191,139,59,239
138,130,124,85
121,167,142,152
93,129,77,132
101,133,111,206
145,107,123,186
85,62,121,121
52,111,165,205
149,67,119,105
201,170,149,157
189,135,107,188
32,180,174,174
160,136,171,202
74,65,84,96
165,111,163,115
182,124,172,105
133,46,91,75
75,82,114,160
250,105,72,227
131,46,174,108
127,156,142,39
131,94,110,106
146,106,142,141
128,94,177,84
114,158,221,139
118,145,93,132
179,84,217,139
137,118,108,142
164,165,173,138
131,60,99,98
131,89,168,126
87,111,104,79
221,181,115,126
151,87,149,169
118,61,166,104
149,104,196,156
68,162,137,114
203,175,104,104
101,150,149,212
71,70,108,131
141,145,201,117
141,101,139,127
81,155,135,182
100,159,99,71
158,54,105,105
166,90,146,110
112,112,91,133
108,162,160,82
140,186,159,135
151,173,126,165
157,0,158,183
137,108,184,131
159,118,61,133
144,128,185,120
108,173,61,81
87,223,98,115
