Air Temperature,Humidity,Interval Rain,Wind Speed,Barometric Pressure,Solar Radiation,Battery Life
-0.67,65,0,3.3,996.6,6,15.2
-0.2,72,0,5.8,998.7,2,12
-0.56,73,0,3.3,995.6,5,14.9
0,76,0,6,997.3,2,12
0.17,74,0,3.3,993.9,10,14.9
0.9,81,0,3.9,995.6,5,11.9
0.5,79,0,3.3,992.2,33,15.2
1.6,78,0,3.7,994.1,18,11.9
3.17,59,0,3.3,990.5,33,15.1
4.3,61,0,3.1,992,31,12
3.06,63,0,3.3,989.5,53,15.1
4,66,0,1.6,991.2,29,12
3.06,65,0,3.3,988.8,110,14.9
3.9,69,0,2.9,990.5,52,11.9
3.3,73,0,3,989.6,196,11.9
2.6,77,0,3,989,108,11.9
1.7,81,0,5,987.9,62,11.9
1.6,80,0,3.1,986.4,54,12
1,77,0,3.3,983.1,37,15.2
1.6,81,0,3.1,984.7,28,11.9
0,82,0,3.3,981.7,8,15.2
0.9,84,0.2,2.9,983.4,3,11.9
-0.17,81,0,3.3,981,4,14.9
0.5,83,0.1,1.1,982.5,1,12
-0.39,82,0.05,3.3,979.7,6,14.9
0.3,83,0.5,4,982,1,11.9
-0.06,76,0,3.3,980.4,5,14.9
0.4,79,0,2.3,982.4,2,11.9
-0.56,76,0,3.3,981,7,14.9
0.1,78,0,3.4,982.5,1,12
-1.06,74,0,3.3,982.4,6,15.2
-0.1,76,0,3.4,983.7,1,12
-1.06,73,0,3.3,982.7,5,15.2
-0.4,75,0,3.7,984.4,2,12
-1.06,71,0,3.3,984.1,6,14.9
-0.4,73,0,3.6,986.1,2,12
-1.28,71,0,3.3,985.1,6,14.9
-0.6,72,0,2.1,986.9,2,11.9
-1.5,69,0,3.3,986.5,4,15.1
-0.7,72,0,2.1,988.1,2,11.9
-1.56,69,0,3.3,986.8,6,15.2
-0.9,71,0,2.2,988.6,2,11.8
-1.67,68,0,3.3,986.8,7,14.9
-0.9,70,0,1,988.7,2,11.9
-1.67,67,0,3.3,986.8,6,14.9
-0.7,69,0,1.5,988.8,2,12
-1.56,66,0,3.3,987.5,5,15.2
-0.5,67,0,1.2,989.5,2,12
-1.17,64,0,3.3,987.8,8,15.2
-0.1,66,0,2.1,989.7,4,12
-0.78,63,0,3.3,987.8,51,14.9
0.1,65,0,1.6,989.6,50,11.9
-0.78,62,0,3.3,987.8,128,14.9
0.3,64,0,2.4,989.8,121,11.9
-1.17,62,0,3.3,988.1,165,15.2
-0.1,63,0,2,989.8,159,12
-0.8,66,0,0.6,991.9,209,11.9
-1.7,67,0,0,993.3,147,12
-2.8,70,0.1,2.6,994.4,208,12
-3.6,70,0,1.5,995.8,34,11.9
-5,64,0,3.3,995.3,58,15
-3.4,65,0,1.3,997.2,53,11.9
-5.28,64,0,3.3,995.9,27,14.9
-4.1,64,0,1.5,997.7,18,11.9
-5.78,66,0,3.3,995.9,7,14.9
-4,65,0,2.5,997.9,4,11.9
-6.06,62,0,3.3,996.6,4,15
-4.4,62,0,2.1,998.7,3,12
-6.06,65,0,3.3,998.3,4,15.2
-4.1,60,0,1.7,1000.1,2,11.9
-5.89,65,0,3.3,999.3,6,14.9
-4.1,61,0,1.9,1001.2,3,12
-6,69,0,3.3,999.7,4,15
-4.1,66,0,1.1,1001.7,2,11.8
-5.89,70,0,3.3,1000.3,5,15
-4.2,67,0,1.5,1002.4,3,11.8
-5.67,64,0,3.3,1002,5,15.2
-3.9,68,0,1.6,1003.8,3,11.8
-5.5,63,0,3.3,1002.4,5,15
-3.5,63,0,1.3,1004.2,3,11.9
-5.5,61,0,3.3,1002.4,5,15
-3.6,62,0,0.7,1004.3,3,12
-5.39,58,0,3.3,1003.4,4,15
-3.7,63,0,0.5,1005.2,3,12
-4.78,58,0,3.3,1004.1,6,14.9
-2.2,62,0,1.9,1006.1,2,12
-4,63,0,3.3,1004.7,6,15
-2.4,67,0,0.7,1006.5,3,11.8
-3.89,63,0,3.3,1005.1,6,14.9
-2.2,62,0,1.5,1006.8,2,11.9
-3.06,60,0,3.3,1005.4,6,15.2
-2.2,62,0,1.7,1007.4,2,12
-3.17,62,0,3.3,1005.1,10,15.2
-2.5,70,0,1.2,1007.1,5,11.9
-3.39,67,0,3.3,1004.7,86,15.2
-2.7,71,0,1.8,1006.8,47,12
-3.5,68,0,3.3,1005.1,100,15.2
-2.8,73,0,3.3,1006.9,80,12
-3.89,68,0,3.3,1005.1,138,15.2
-2.9,72,0,3.8,1007,85,11.9
-4,67,0,3.3,1005.4,127,15
-3.3,73,0,3.1,1007,91,12
-4.39,68,0,3.3,1006.4,98,15
-3.3,74,0,4.2,1008.1,59,11.9
-4.28,70,0,3.3,1006.8,62,14.9
-3.4,75,0,1.3,1008.7,39,12
-4.39,69,0,3.3,1006.8,50,14.9
-3.7,73,0,1.9,1008.7,33,11.9
-4.5,67,0,3.3,1006.1,41,15.2
-3.8,74,0,2.6,1008,22,12
-4.67,68,0,3.3,1005.8,21,15
-4,74,0,2.6,1007.7,12,12
-4.67,67,0,3.3,1005.1,8,14.9
-3.4,71,0,0.8,1007,3,12
-5,67,0,3.3,1004.4,6,15
-3.8,70,0,1.9,1006.5,3,12
-5.39,66,0,3.3,1004.4,6,14.9
-3.9,68,0,1,1006.4,3,12
-5.78,66,0,3.3,1004.1,6,15
-3.8,69,0,1,1006.1,3,11.9
-5.39,67,0,3.3,1004.1,6,14.9
-2.5,71,0,3.7,1005.9,2,12
-3.67,67,0,3.3,1004.1,6,15
-2.7,70,0,4.5,1005.8,2,12
-4.06,65,0,3.3,1003.4,7,14.9
-2.8,71,0,4.3,1005.3,2,12
-3.78,68,0,3.3,1003.7,7,14.9
-2.9,71,0,3.7,1005.7,2,11.9
-4,66,0,3.3,1003.7,6,14.9
-3,70,0,4.4,1005.8,2,12
-4,67,0,3.3,1003.4,7,14.9
-3,72,0,5.7,1005.5,2,12
-3.39,65,0,3.3,1003,6,15
-2.6,66,0,3.8,1005,2,12
-3.89,63,0,3.3,1002.7,7,14.9
-3.1,64,0,3.7,1004.6,2,11.8
-3.78,63,0,3.3,1002.4,6,15
-2.6,70,0,5.8,1004.4,2,12
-3,66,0,3.3,1002.4,6,15.2
-2.1,70,0,4.3,1004.2,3,11.9
-2.67,66,0,3.3,1001.7,8,14.9
-2,70,0,5.5,1003.6,5,12
-2.5,69,0,3.3,1000.7,38,14.9
-1.5,75,0,5.4,1002.7,27,11.9
-2.39,72,0,3.3,1000.3,61,14.9
-1.8,75,0,4.7,1002.3,51,12
-2.78,69,0,3.3,1000,166,15.2
-2,76,0,4.4,1002,155,11.9
-3.39,72,0,3.3,1000.7,234,14.9
-2.6,75,0,4.2,1002.2,219,12
-3.28,69,0,3.3,1001,306,15.2
-2.6,62,0,0.5,1002.6,42,11.9
-4,69,0,3.3,1001,462,15.2
-3.1,68,0,3.1,1002.8,441,12
-5,67,0.03,3.3,1000.3,376,14.9
-3.6,71,0,3.7,1002.3,366,12
-5,66,0.03,3.3,1000,286,14.9
-3.6,68,0,2.3,1001.8,259,11.9
-6.06,69,0,3.3,999.3,135,14.9
-4.3,70,0,0.9,1001.2,30,11.9
-6.28,70,0,3.3,998.6,7,15
-4.1,71,0,2.8,1000.8,5,12
-6.39,70,0,3.3,999,6,15
-4.2,69,0,1.9,1000.6,2,12
-5.78,69,0,3.3,998.6,6,15.2
-3.8,68,0,1.8,1000.7,2,11.9
-4.89,66,0,3.3,998.6,4,14.9
-3.4,68,0,1.2,1000.6,2,12
-4.39,63,0,3.3,998.3,5,15.2
-3.1,65,0,0,1000.2,2,11.8
-4.5,64,0,3.3,998.6,4,15.2
-2.9,65,0,1,1000.7,3,11.9
-4.5,64,0,3.3,998.6,5,14.9
-2.8,65,0,0.6,1000.9,2,11.9
-4.28,64,0,3.3,999,4,15
-3.2,66,0,1.1,1001,2,11.8
-4.17,64,0,3.3,999,5,14.9
-3,66,0,0,1001,2,11.7
-3.78,63,0,3.3,998.6,4,15.2
-2.5,64,0,2.1,1000.8,2,12
-3.17,60,0,3.3,998.3,5,15.2
-2.3,67,0,1.4,1000.3,2,11.8
-3.17,61,0,3.3,998.3,5,15
-1.9,68,0,2.6,1000.3,2,12
-3,64,0,3.3,998,7,15
-1.8,67,0,1.3,999.8,2,11.9
-3.06,69,0,3.3,997.6,6,15.2
-1.8,69,0,1.5,999.4,2,11.9
-3,72,0,3.3,997.3,7,15
-1.6,70,0,1.7,998.9,3,12
-2.78,72,0,3.3,996.6,28,15.2
-1.5,71,0,1.2,998.4,14,12
-2.39,66,0,3.3,996.3,26,15
-1.3,69,0,1.4,998.1,18,12
-2.28,64,0,3.3,995.9,68,14.9
-1.4,70,0,0.9,997.8,57,12
-2.5,68,0,3.3,995.6,97,15.2
-1.5,72,0,1.5,997.6,47,11.9
-2.67,70,0,3.3,995.9,124,14.9
-1.5,73,0,1.9,997.9,102,11.8
-3.06,73,0,3.3,996.3,122,15.1
-1.9,76,0,0.6,998.3,100,11.9
-3.5,76,0,3.3,996.3,81,15
-2.4,77,0,0,998.1,56,11.9
-3.89,78,0,3.3,995.6,53,15.2
-2.8,79,0,0.6,997.7,38,12
-4.28,79,0,3.3,995.6,20,15
-3.1,80,0,1.6,997.7,11,12
-4.39,78,0,3.3,995.3,6,15.2
-3.3,80,0,1.8,997.2,2,12
-4.56,77,0,3.3,994.9,4,14.9
-3.7,79,0,1,997.1,2,12
-4.78,76,0,3.3,994.9,6,15
-3.7,77,0,1.2,997,2,11.9
-4.89,75,0,3.3,994.9,6,14.9
-3.8,76,0,1.1,997,2,11.9
-4.89,74,0,3.3,994.9,6,15
-3.9,75,0,1.5,996.9,2,12
-5.06,73,0,3.3,995.3,6,15
-3.9,74,0,2,997.1,2,12
-5.06,71,0,3.3,995.3,4,14.9
-4,73,0.1,2.2,997.3,2,12
-5,67,0,3.3,995.6,5,15.2
-3.9,68,0,1.9,997.5,2,12
-4.89,63,0,3.3,995.9,7,15
-3.7,64,0,1,997.9,2,12
-4.89,60,0,3.3,996.3,6,15
-3.8,62,0,1,998.3,3,11.9
-4.67,59,0,3.3,996.6,5,15
-3.5,60,0,2,998.9,2,11.9
-4.39,58,0,3.3,997.3,4,15.2
-3,59,0,0.7,999.1,2,11.9
-3.89,57,0,3.3,997.6,5,15
-2.5,60,0,2.8,999.6,2,11.8
-3.39,54,0,3.3,997.6,5,14.9
-2.2,57,0,0.9,999.6,2,11.9
-2.78,53,0,3.3,997.6,12,15
-1.8,57,0,1.7,999.7,6,11.9
-2.06,48,0,3.3,998,158,15.2
-1.5,53,0,1.2,1000,20,11.9
-1.67,44,0,3.3,998.3,303,14.9
-1.7,50,0,0.6,1000.3,27,11.9
-2.5,43,0,3.3,999,408,14.9
-1.8,47,0,1.6,1001.1,35,11.9
-2.5,44,0,3.3,1000,482,15.1
-1.4,47,0,1.9,1002.1,398,12
-3.06,51,0,3.3,1001,502,15.1
-2.4,57,0,0.8,1003,38,12
-3.78,52,0,3.3,1001.7,452,14.9
-2.8,58,0,2.2,1003.6,431,12
-5.17,54,0,3.3,1002.4,369,14.9
-4.1,59,0,1.6,1004.6,361,12
-6.28,59,0,3.3,1002.7,244,14.9
-4.5,60,0,2.4,1004.6,251,12
-7.78,64,0,3.3,1002.7,103,15
-5,62,0,1.6,1004.6,117,11.9
-8.28,67,0,3.3,1003,10,15
-5.9,64,0,3,1005.2,6,12
-8.28,65,0,3.3,1003,6,15
-5.2,63,0,2.8,1005.2,3,12
-8.39,65,0,3.3,1003.7,4,15
-5.8,64,0,1.7,1005.8,3,11.9
-8.17,65,0,3.3,1003.7,4,15
-5.8,65,0,1.6,1005.9,3,11.9
-7.56,65,0,3.3,1004.1,5,15
-5.7,65,0,1.2,1006.2,3,12
-7.67,65,0,3.3,1004.4,4,15
-5.8,65,0,1.1,1006.4,3,11.9
-7.17,64,0,3.3,1004.4,6,14.9
-5.4,65,0,0.6,1006.6,3,11.9
-6.67,62,0,3.3,1004.7,6,15
-5,64,0,2.4,1006.8,3,11.9
-6.28,62,0,3.3,1005.1,4,15
-4.8,64,0,1.1,1007.4,3,11.9
-6.06,62,0,3.3,1005.8,6,15
-4.5,65,0,1.3,1007.7,2,12
-5.39,62,0,3.3,1005.8,6,14.9
-3.6,65,0,1.7,1007.7,2,12
-4,62,0,3.3,1005.8,5,15.2
-2.3,72,0,2.6,1007.7,2,11.9
-3.17,68,0,3.3,1005.8,6,15
-2.4,70,0,3.1,1007.9,2,11.8
-3.39,66,0,3.3,1005.8,4,15
-2.4,69,0,3.1,1007.9,2,11.9
-3,66,0,3.3,1005.8,10,15.2
-2.2,69,0,2.3,1007.9,6,12
-3.28,66,0,3.3,1005.8,70,15
-2.4,69,0,3.8,1007.7,44,11.9
-3.5,66,0,3.3,1005.4,86,14.9
-2.7,70,0,3.8,1007.7,104,12
-3.56,67,0,3.3,1005.4,617,15
-2.8,72,0,5,1007.6,107,12
-4.28,69,0,3.3,1005.4,207,14.9
-3.6,71,0,5.2,1007.3,181,12
-4.78,70,0,3.3,1005.8,135,15
-3.8,74,0,5.4,1007.6,95,12
-5.39,72,0,3.3,1005.8,109,14.9
-4.6,74,0,4.6,1008.1,106,12
-6,72,0,3.3,1005.8,78,15.2
-5.3,73,0.1,2.8,1007.8,61,12
-7.06,70,0.03,3.3,1005.8,41,15
-6.2,73,0.1,2.2,1007.7,37,11.9
-6.78,53,0,3.3,1005.1,269,15
-6.2,61,0,4.5,1007,127,11.8
-7.5,77,0,3.3,1005.1,186,14.9
-8.3,79,0.8,0.8,1007.3,50,11.9
-9.56,73,0,3.3,1005.1,107,14.9
-8.4,73,0.1,2.7,1007.1,127,12
-10.28,72,0,3.3,1004.4,99,15.2
-8.6,70,0,1.9,1006.5,70,11.9
-10.56,66,0,3.3,1004.1,40,15.2
-9.3,64,0,1.9,1006.4,32,12
-10.78,57,0,3.3,1004.1,7,15
-9.8,61,0,1.4,1006,4,12
-11.06,58,0,3.3,1003.4,4,15
-9.9,58,0,0.9,1005.5,3,12
-11.5,56,0,3.3,1003.4,4,15.2
-10.2,57,0,1,1005.5,3,12
-11.78,56,0,3.3,1003.4,6,15.2
-10.3,56,0,1.3,1005.5,4,11.9
-11.56,54,0,3.3,1003.4,6,15
-10.3,55,0,1.3,1005.4,4,11.9
-11.89,55,0,3.3,1003.4,4,15
-10.5,55,0,1.2,1005.7,4,12
-11.5,52,0,3.3,1003.4,5,15.2
-10.2,53,0,0.6,1005.8,4,12
-11.17,49,0,3.3,1003.7,5,15.2
-9.9,52,0,0.6,1005.9,4,11.9
-11,49,0,3.3,1004.1,5,15
-9.8,51,0,1,1006.2,4,12
-11.06,49,0,3.3,1003.7,5,15
-9.7,50,0,1.3,1006,4,11.9
-10.78,48,0,3.3,1003.7,5,15.2
-9.4,51,0,0.7,1005.8,4,11.8
-10.28,46,0,3.3,1003.4,6,15.2
-8.6,48,0,1.5,1005.5,3,12
-9.67,44,0,3.3,1003.4,5,15
-7.9,48,0,3.2,1005.4,3,12
-9.06,48,0,3.3,1003.4,6,15
-8.1,50,0,2.8,1005.3,3,12
-9.06,49,0,3.3,1002.7,10,15
-8.2,50,0,2.3,1004.7,7,11.9
-8.89,52,0,3.3,1002.4,154,15
-8.2,52,0,2.1,1004.5,20,11.9
-9.17,47,0,3.3,1002.4,296,15
-8,54,0,3.7,1004.5,26,11.9
-9.06,51,0,3.3,1002.4,406,14.9
-8.2,54,0,2.9,1004.2,31,11.9
-9.39,53,0,3.3,1002.4,472,14.9
-8.2,54,0,3.9,1004.5,202,12
-9.67,49,0,3.3,1003,489,15
-8.8,49,0,3.2,1004.8,33,12
-9.89,41,0,3.3,1003.4,450,15
-8.8,45,0,3.5,1005.4,426,12
-11.06,46,0,3.3,1003.7,365,14.9
-9.9,50,0,1.1,1005.8,363,12
-13.78,55,0,3.3,1003.4,238,15.2
-11.8,57,0,1.1,1005.6,215,11.8
-15.56,60,0,3.3,1003.4,38,15
-13,60,0,1.1,1005.1,117,12
-15.5,60,0,3.3,1002.7,7,15
-13.4,60,0,2.4,1004.7,6,11.9
-15.39,59,0,3.3,1002,4,15.2
-13.4,59,0,2.2,1004,4,12
-15.17,59,0,3.3,1001.7,4,15.3
-13.4,58,0,1.2,1003.8,4,11.9
-14.78,58,0,3.3,1001.4,5,15
-12.8,58,0,2.4,1003.6,4,11.9
-14.17,58,0,3.3,1001,4,15
-12.3,58,0,2.1,1003.3,4,11.8
-13.78,55,0,3.3,1001,4,15.2
-12.2,56,0,2.4,1003,4,12
-13,54,0,3.3,1001.4,5,15.2
-11.4,55,0,1.3,1003.3,4,11.9
-12.28,52,0,3.3,1001.4,4,15
-10.9,54,0,1.3,1003.6,3,12
-11.56,52,0,3.3,1000.7,6,15
-10.1,56,0,2.4,1002.9,3,12
-10.89,54,0,3.3,1000.7,6,15.2
-9.5,56,0,1.4,1002.7,3,12
-10.5,54,0,3.3,1000,5,15.2
-8.7,55,0,2.3,1002.2,4,11.9
-10.06,52,0,3.3,999.7,6,15
-8.9,54,0,0.8,1001.6,4,11.9
-9.56,50,0,3.3,999.3,5,15
-8.1,53,0,2.4,1001.3,3,11.9
-9.06,48,0,3.3,998,5,15.2
-7.7,51,0,1.9,1000.1,3,11.9
-8.39,45,0,3.3,997.6,10,15.2
-7.1,47,0,1.9,999.6,6,11.9
-7.78,41,0,3.3,997,156,15
-6.9,45,0,1.2,998.7,19,11.9
-8,41,0,3.3,997,291,15
-7.3,45,0,1.6,998.9,24,11.9
-8.67,41,0,3.3,997,401,15.2
-7.9,45,0,2.3,999,30,12
-9.67,42,0,3.3,997.3,464,15.1
-9,48,0,0.3,999.3,51,11.9
-10.67,45,0,3.3,998,484,15
-9.9,49,0,1.8,999.9,34,11.9
-12.28,54,0,3.3,998.3,445,15
-10.6,57,0,1.2,1000.6,422,11.9
-13.5,59,0,3.3,999,359,15.2
-11.7,60,0,1.9,1001.1,353,12
-14.5,64,0,3.3,999.3,233,15.2
-13.1,65,0,1.2,1001.5,240,12
-15.5,68,0,3.3,999.3,92,15
-13.8,68,0,1.2,1001.7,99,11.9
-15.67,68,0,3.3,999.3,6,15
-14.1,67,0,1.2,1001.6,6,12
-15.56,67,0,3.3,1000,4,15.3
-14.2,66,0,0.7,1001.9,4,11.9
-15.28,65,0,3.3,999.7,4,15
-13.9,64,0,2,1001.9,4,11.9
-15.06,63,0,3.3,999.7,6,15
-13.7,62,0,1.2,1001.8,4,11.9
-14.39,59,0,3.3,1000.3,4,15.2
-13.3,60,0,1.6,1002.4,4,11.9
-14.39,57,0,3.3,1000.7,4,15.2
-12.7,58,0,1.3,1002.9,4,11.9
-14.06,55,0,3.3,1000.7,4,15
-12.5,56,0,0.8,1003,4,11.9
-13.56,54,0,3.3,1001.4,6,15
-12.2,56,0,0.4,1003.5,4,12
-13.06,52,0,3.3,1001.7,4,15.2
-11.8,55,0,0.8,1003.8,4,11.9
-12.56,51,0,3.3,1002,6,15.2
-11.3,54,0,1.7,1004.1,4,11.9
-12.06,51,0,3.3,1002.4,6,15
