f1 , f2 , f3 , f4
142,51,196,8
76,104,52,114
81,105,92,18
255,2,58,255
255,82,33,255
255,220,202,121
160,228,255,243
21,111,74,39
17,255,185,143
34,11,100,30
255,255,168,250
1,139,235,174
255,48,66,82
232,56,18,255
46,255,82,126
124,24,82,255
169,4,20,35
82,174,3,97
11,148,28,96
11,125,255,233
11,255,60,89
18,102,117,123
141,33,39,16
40,255,219,185
169,114,19,73
242,10,208,219
66,255,22,24
255,45,80,33
77,103,4,132
6,88,11,53
16,102,168,136
32,145,178,187
48,165,158,126
33,255,245,121
160,255,70,21
78,47,255,144
31,18,150,67
204,4,242,140
255,99,41,111
18,183,247,62
109,255,7,255
116,255,215,55
220,8,62,14
45,40,142,30
26,17,255,36
255,255,85,156
23,44,113,30
255,47,31,0
31,255,48,8
255,101,190,69
255,125,39,7
28,66,180,68
125,12,164,20
148,20,23,113
1,86,88,93
17,34,44,46
83,189,3,62
70,1,12,162
27,116,217,13
26,22,124,7
19,9,20,110
255,151,44,243
211,161,234,23
47,74,255,82
4,13,18,255
10,164,255,104
28,165,123,54
255,75,16,14
88,22,255,90
249,74,89,255
56,120,78,92
46,17,9,179
185,75,157,65
255,177,217,10
94,166,1,166
59,61,26,4
158,255,112,255
208,145,24,35
255,49,37,0
102,24,255,255
3,18,194,75
14,232,255,4
25,98,23,239
84,61,26,16
28,89,112,198
111,131,13,23
57,23,125,182
153,14,166,132
255,235,54,81
21,58,168,95
131,212,255,76
57,118,68,143
43,48,37,84
9,78,227,48
255,139,108,20
25,96,36,255
193,134,139,219
2,109,14,104
114,26,120,96
156,29,83,17
42,129,255,203
68,37,50,57
16,68,14,131
13,76,76,115
8,43,27,252
22,46,255,160
157,66,242,255
23,255,255,2
255,147,12,183
62,34,43,71
196,56,163,1
255,255,20,132
162,96,131,38
255,213,80,255
33,19,74,198
51,255,62,71
27,28,89,72
202,176,255,255
255,47,255,255
41,30,61,24
91,255,255,255
136,65,19,187
93,74,228,114
20,19,98,69
4,181,33,230
169,70,52,255
75,82,20,255
235,73,17,255
125,6,255,9
231,28,68,124
255,11,26,77
91,69,93,60
128,39,253,30
44,29,128,255
255,255,255,12
26,88,108,183
59,179,52,8
184,56,74,0
23,2,42,52
69,191,67,87
23,100,147,167
123,31,131,129
14,110,80,45
141,3,71,5
45,255,44,253
99,88,255,255
29,35,121,98
255,107,17,5
214,47,17,136
50,64,25,60
32,51,32,188
11,93,50,44
255,5,177,160
32,61,69,38
100,106,124,20
8,97,85,148
255,246,44,5
124,39,19,8
214,9,4,53
13,167,3,231
3,234,127,23
155,22,255,255
255,24,0,207
86,190,255,19
0,255,78,99
217,127,71,255
58,86,23,8
255,255,76,124
13,112,125,73
255,87,103,48
80,55,52,30
38,85,147,202
22,96,68,114
111,173,30,164
46,99,255,225
6,12,255,72
58,129,6,23
38,65,29,3
6,18,37,89
119,255,110,32
144,22,98,48
6,16,142,67
181,64,250,62
86,85,95,255
255,13,18,255
220,182,212,116
16,238,149,155
5,246,12,169
63,75,246,27
65,122,255,43
242,255,67,141
6,255,205,4
151,61,33,7
255,245,255,93
153,5,22,38
19,255,94,65
255,12,68,183
68,104,159,11
100,255,13,26
95,53,28,36
68,34,247,126
183,7,192,8
255,20,245,64
255,105,16,171
192,124,54,255
73,255,19,173
2,33,7,62
31,100,86,52
255,255,199,28
255,56,212,255
3,18,78,255
255,5,20,196
112,46,2,174
58,68,52,78
25,94,204,39
62,23,38,80
194,12,5,110
75,177,255,255
26,10,54,53
127,97,255,123
255,255,186,19
89,146,255,20
255,209,31,255
40,210,38,38
186,158,8,16
21,27,255,255
63,72,14,23
85,172,49,37
20,49,6,255
204,167,46,88
13,84,18,255
214,82,44,160
74,255,138,73
13,132,62,46
34,26,202,28
25,1,120,23
5,111,20,83
235,117,28,152
24,109,255,5
158,151,255,39
191,106,25,36
75,54,47,66
134,12,63,51
255,20,255,50
8,142,255,255
255,183,72,60
104,221,32,142
63,232,78,21
255,7,65,41
239,37,47,16
255,255,50,109
202,46,39,96
63,255,43,2
106,119,133,4
255,1,78,119
94,177,125,72
10,85,18,124
45,7,13,226
16,14,116,175
205,91,114,10
210,24,45,35
174,255,124,39
255,54,10,45
54,108,86,42
42,52,41,250
78,168,66,11
31,29,255,225
175,39,27,20
138,112,125,255
40,215,223,6
4,25,217,109
7,225,255,6
9,53,63,255
255,97,4,255
255,30,37,2
23,47,5,79
56,171,15,50
12,8,98,39
92,42,255,255
28,10,161,32
51,122,215,88
255,72,30,16
67,255,83,58
22,21,58,4
65,53,107,91
16,3,255,255
167,146,100,30
255,174,186,117
28,11,118,66
41,61,255,43
45,69,45,89
73,28,108,15
69,188,130,243
175,97,255,255
1,62,3,128
55,37,204,62
39,255,126,25
92,128,255,33
7,62,69,255
255,85,255,74
2,14,112,53
109,255,39,126
117,237,106,50
124,124,15,192
94,255,22,30
78,48,133,163
39,255,56,230
108,42,1,51
141,6,255,177
4,44,255,72
0,255,150,31
21,180,118,57
62,50,135,75
202,255,88,11
255,28,136,123
73,21,47,83
193,151,188,20
33,117,255,35
148,7,102,120
77,194,255,84
121,170,255,10
31,159,9,80
197,192,23,255
120,255,88,104
255,156,18,255
248,201,79,67
195,175,194,251
255,89,188,128
84,255,79,3
1,1,255,28
17,255,140,26
255,245,11,183
17,54,12,44
50,255,189,36
89,162,117,73
14,46,5,1
8,142,200,43
204,62,173,94
94,48,121,31
53,127,8,22
255,255,53,71
94,255,29,227
39,112,169,255
255,25,46,155
134,60,171,77
24,243,107,20
49,41,48,143
73,1,250,211
255,104,43,22
8,71,28,45
104,22,56,255
48,0,186,255
50,9,81,175
86,38,146,122
255,30,255,194
48,205,111,116
186,39,1,255
150,115,19,149
255,177,10,95
121,75,123,28
9,6,1,157
37,78,174,75
8,43,55,57
67,29,96,55
20,14,33,125
58,138,15,96
255,178,19,231
216,202,40,155
9,255,255,146
39,255,35,49
106,74,255,130
125,43,142,45
29,96,188,115
255,98,79,53
26,67,23,177
173,18,4,3
148,14,255,255
53,13,19,219
202,255,96,255
3,9,118,54
216,30,23,1
61,18,255,67
134,189,39,81
123,68,224,213
0,255,110,64
146,11,3,154
142,255,135,161
164,6,228,32
148,103,176,18
56,191,7,36
87,217,38,142
255,47,255,55
22,153,22,255
123,255,255,200
3,73,188,8
123,19,170,255
255,255,255,9
78,158,65,214
93,48,57,198
132,255,125,103
255,5,142,79
42,58,8,46
34,211,187,219
9,8,2,140
9,120,10,47
95,142,43,48
104,54,33,106
99,146,52,69
21,104,86,255
255,255,245,148
255,101,10,81
25,255,142,89
29,237,174,255
15,69,159,149
63,29,85,163
130,57,54,21
137,106,255,255
255,255,32,255
8,13,255,54
53,74,2,57
171,139,68,172
138,13,75,102
14,8,46,13
107,188,29,255
217,67,165,63
231,73,120,255
122,20,54,209
14,188,2,202
230,172,255,55
56,255,28,255
182,55,24,143
255,27,85,114
255,255,0,10
255,3,56,184
67,69,177,200
196,109,1,122
11,94,255,130
21,78,11,13
28,77,190,170
140,158,140,66
167,14,255,155
120,46,62,93
10,255,46,14
52,21,173,2
88,182,0,255
248,70,142,96
110,58,255,160
100,255,41,255
27,71,20,17
69,255,105,255
255,30,31,136
226,104,20,9
63,255,93,128
95,45,60,203
51,95,26,248
87,36,57,67
12,201,72,14
87,29,42,52
5,22,75,255
255,50,48,255
101,255,42,255
255,145,137,54
28,89,255,69
210,26,43,71
42,51,109,152
6,19,61,83
33,1,64,255
205,63,245,255
255,139,54,46
13,7,20,148
255,114,102,48
193,100,102,95
255,49,140,255
136,148,58,3
205,18,255,185
90,203,77,225
2,35,34,255
93,12,6,188
122,76,84,187
73,61,209,211
172,166,23,154
7,229,229,29
201,5,255,30
77,43,212,47
190,45,86,120
116,24,64,107
46,94,80,64
28,162,65,82
32,255,71,245
58,34,15,240
69,34,255,118
38,79,255,66
88,255,17,4
22,64,26,2
17,43,63,18
11,17,133,104
2,145,25,37
129,255,0,255
104,78,32,28
66,61,140,255
99,16,50,134
197,255,75,17
14,92,26,79
38,255,130,38
255,150,255,177
225,38,184,130
10,255,30,168
10,25,48,203
68,169,41,20
16,108,255,200
55,199,88,200
255,37,247,110
15,111,103,222
19,138,178,16
206,255,110,17
74,8,226,107
84,64,19,57
26,19,157,69
120,6,17,40
174,69,137,10
255,134,18,88
100,255,107,2
74,71,30,172
197,192,108,5
70,100,152,255
121,10,205,23
14,255,255,0
64,95,109,77
117,21,153,35
19,116,15,98
205,57,54,83
158,255,255,38
189,255,255,255
87,187,41,78
68,117,255,26
255,255,16,22
129,80,7,28
249,31,61,255
81,166,111,11
243,135,54,64
134,48,10,206
94,128,170,131
255,89,241,185
61,145,254,255
77,8,128,115
19,8,0,69
18,255,211,193
245,34,11,111
122,44,49,25
36,101,86,3
167,167,210,130
25,9,81,14
12,18,227,123
101,93,14,187
255,38,17,138
121,84,68,23
202,70,255,168
55,113,77,81
125,160,52,85
2,200,255,110
116,218,48,28
86,255,80,36
169,27,209,127
74,255,177,110
154,255,133,37
90,255,192,49
255,76,116,255
6,146,23,105
71,17,79,112
51,23,170,136
50,255,63,1
91,255,132,76
122,34,49,38
103,5,89,231
55,86,160,112
255,205,61,206
55,113,140,49
82,80,31,248
255,20,255,255
255,28,92,255
34,27,38,100
9,81,202,213
199,106,249,64
2,2,108,95
109,255,203,49
251,76,126,50
60,203,75,24
61,255,85,87
121,124,58,13
135,11,5,201
63,225,51,82
40,216,162,81
114,40,255,89
89,11,68,166
90,17,51,77
47,166,139,255
133,255,74,140
70,27,19,137
225,255,101,115
163,191,85,18
15,29,218,155
210,160,139,56
5,208,150,122
52,167,17,150
255,100,164,57
25,7,45,9
172,26,91,161
81,127,94,68
47,16,44,197
104,255,204,32
223,34,18,255
25,96,8,3
89,255,15,6
255,123,53,8
4,54,129,73
47,154,11,43
233,255,7,76
19,255,60,190
16,62,33,184
52,255,76,80
27,22,100,26
14,20,255,161
35,82,255,255
134,62,4,142
27,222,107,255
227,187,146,198
36,1,0,70
252,10,84,184
107,215,127,44
36,67,65,190
255,190,67,45
162,13,51,158
165,215,85,141
255,17,107,50
255,255,15,46
127,78,255,2
42,178,255,17
77,45,20,8
37,241,97,150
255,225,255,255
186,255,13,238
95,124,165,118
41,32,160,75
176,255,247,178
181,140,103,86
129,41,225,5
183,0,171,110
42,114,147,43
16,90,3,43
26,99,103,133
177,51,18,18
95,57,120,125
120,117,125,44
255,189,97,17
79,83,8,108
126,181,34,136
64,5,255,58
5,35,132,255
48,133,25,83
28,13,29,8
29,255,89,141
70,3,189,255
103,255,85,166
255,179,170,76
163,24,38,1
35,255,1,4
21,72,255,157
36,64,32,8
144,31,231,33
15,67,40,114
12,0,255,23
211,97,50,39
235,27,207,77
255,57,68,123
14,16,125,255
118,255,16,255
69,255,78,3
126,71,255,134
76,180,9,255
81,156,168,70
206,41,2,255
169,85,6,255
82,80,83,255
18,23,138,123
12,0,121,6
118,89,255,255
89,127,12,255
158,215,21,33
200,255,107,63
48,6,156,13
81,255,18,255
95,67,196,255
255,255,73,146
46,76,163,133
90,97,55,14
17,255,28,121
17,24,7,255
29,11,113,16
95,37,255,113
12,20,4,4
149,40,10,32
39,34,189,238
87,22,25,8
65,103,17,114
87,255,129,50
219,194,185,74
34,72,111,120
80,255,21,209
29,26,89,29
211,46,11,89
60,106,197,91
11,63,255,82
255,29,238,76
24,25,34,223
86,255,86,83
63,143,181,152
255,198,143,213
93,109,23,62
217,12,13,10
204,69,126,133
69,5,81,5
137,51,84,38
53,37,255,108
51,1,95,106
236,53,154,38
130,226,55,151
22,29,91,71
76,35,255,86
22,13,76,175
233,50,0,77
110,130,255,46
148,69,255,37
50,255,0,255
89,102,89,26
111,255,113,144
255,147,255,101
255,146,151,105
255,43,114,15
159,28,214,216
145,255,255,31
163,160,255,255
236,34,6,102
255,14,3,255
47,255,255,255
89,33,35,176
141,255,255,30
3,126,217,255
250,137,85,77
12,4,234,38
86,219,77,255
81,45,26,9
255,215,24,40
2,101,97,83
23,72,21,69
248,196,29,90
68,83,130,16
67,169,159,83
90,135,104,109
64,44,33,6
255,48,23,37
36,94,90,42
217,255,119,31
242,205,118,255
10,5,56,145
71,101,46,17
27,255,1,155
149,96,166,68
255,43,153,200
112,53,3,1
58,115,255,12
118,70,162,255
8,40,68,20
180,183,3,36
255,51,76,71
123,119,255,114
1,89,83,91
42,73,16,158
86,22,2,117
110,33,87,73
248,20,227,14
114,18,13,90
178,69,46,255
23,3,123,217
69,76,255,100
66,83,167,176
204,255,89,80
138,104,123,58
38,134,22,255
3,88,121,10
146,3,148,130
12,12,67,152
34,113,173,74
255,13,157,255
255,13,255,3
