f1,f2,f3,f4
114,129,94,8
132,141,28,0
112,121,176,173
24,108,182,153
247,80,0,0
197,162,160,63
214,143,189,121
189,5,29,48
0,158,93,182
106,220,92,38
180,40,54,51
216,242,190,85
134,0,23,31
171,143,244,86
255,177,224,128
235,71,39,24
92,138,22,17
255,142,206,87
183,119,50,55
28,136,153,183
192,129,222,136
227,102,182,58
218,57,33,68
84,212,63,14
91,117,154,126
44,129,146,140
255,208,188,101
37,147,173,222
210,174,250,96
208,0,39,0
197,0,18,102
248,146,209,30
223,133,168,84
179,68,8,34
12,105,173,217
152,168,58,38
84,112,35,45
83,152,177,110
104,153,178,167
198,109,168,85
111,190,97,67
255,39,47,27
124,198,0,134
206,16,38,33
74,150,28,48
112,187,32,98
127,133,69,63
195,144,255,83
188,102,0,10
135,78,0,72
153,61,0,87
204,169,177,57
216,38,14,58
203,0,50,83
186,74,73,14
159,29,38,10
64,147,192,196
124,196,104,34
0,133,248,174
34,167,53,85
234,15,7,61
177,12,43,0
68,126,139,166
36,129,92,198
101,138,5,156
19,226,211,181
68,147,159,181
185,9,72,23
31,195,156,184
60,97,148,235
255,194,192,101
148,64,11,0
111,170,49,48
106,168,61,42
211,13,0,24
135,131,70,63
90,190,25,81
158,121,48,88
106,195,32,55
64,144,169,236
165,34,69,28
98,160,38,41
181,152,251,102
175,182,33,35
188,128,236,114
67,114,88,22
251,148,255,110
207,27,36,51
188,0,30,43
80,157,38,51
194,124,243,20
190,0,16,49
97,134,54,79
43,131,172,229
255,153,186,88
235,150,189,91
110,180,73,48
155,113,255,60
103,141,25,36
36,131,65,54
186,32,117,13
105,215,105,86
17,166,215,255
153,6,0,48
165,162,239,170
53,172,151,113
193,156,74,34
230,178,255,88
173,159,0,93
77,109,210,245
126,187,89,4
106,101,152,200
228,144,238,125
239,162,225,90
230,75,135,93
79,137,135,143
99,163,69,45
58,129,85,49
81,155,56,28
212,13,80,0
210,23,48,25
156,53,6,30
168,0,0,16
42,77,168,138
113,168,87,55
112,167,55,59
61,155,79,162
116,151,144,123
206,124,211,84
25,133,125,198
177,48,48,47
198,156,226,108
217,89,255,71
129,67,53,35
121,174,81,67
91,160,41,35
94,216,98,103
156,20,4,92
187,151,255,76
98,204,89,24
255,158,177,131
196,0,40,47
157,72,82,44
173,55,38,21
213,0,34,51
230,131,211,82
255,158,200,123
216,59,12,38
247,145,243,59
216,167,238,115
193,159,248,118
225,45,45,45
82,168,136,197
249,112,219,140
189,33,52,52
198,81,0,48
140,51,45,60
63,127,158,243
89,122,171,231
203,45,2,45
208,5,46,82
225,115,203,89
209,132,247,106
68,175,58,43
24,135,142,226
234,118,204,55
220,3,55,41
146,184,19,45
81,128,222,165
182,11,28,37
244,138,246,138
62,158,157,192
240,49,16,4
71,185,65,12
183,26,60,54
109,165,100,55
114,219,50,52
58,151,151,161
161,33,32,50
154,83,0,0
144,158,87,108
153,170,132,29
22,137,160,171
96,132,5,40
113,194,85,5
239,69,255,104
104,161,60,102
73,121,138,166
97,96,118,34
214,121,227,93
142,104,21,22
212,145,255,92
140,33,0,43
93,191,82,22
59,152,121,204
105,192,71,51
14,124,169,203
255,78,244,115
199,19,1,44
45,92,149,169
86,110,23,75
29,84,170,111
231,159,230,127
130,42,62,82
43,172,131,155
191,156,255,87
111,170,57,72
255,155,255,0
56,100,173,156
40,147,174,203
243,115,238,28
18,124,175,209
214,7,15,52
185,148,192,85
255,69,255,145
118,189,19,71
9,184,135,161
191,144,40,52
93,159,66,89
26,139,144,186
107,156,57,103
30,118,124,189
228,156,255,133
25,174,129,193
165,41,0,34
94,124,55,54
255,146,187,26
124,192,59,21
248,163,213,75
87,174,66,32
123,182,102,60
133,150,68,53
91,172,90,18
255,15,51,16
140,173,50,35
78,119,131,167
198,140,198,93
13,93,133,180
98,170,74,35
215,36,14,7
159,15,97,45
117,196,64,109
229,82,34,37
188,160,255,118
50,138,176,207
121,186,37,73
164,140,0,35
194,55,68,13
109,121,56,11
95,163,5,64
186,159,218,113
175,99,246,117
229,141,231,124
22,132,141,153
122,137,22,55
65,111,176,207
220,160,197,51
187,71,27,0
143,182,48,0
92,165,171,155
205,57,7,47
95,159,74,60
179,0,9,70
184,5,41,45
91,154,5,32
154,149,57,64
109,12,0,34
54,162,133,161
139,188,8,47
121,155,55,69
135,131,64,75
255,139,236,73
70,144,123,219
56,145,60,95
58,187,126,251
130,152,160,195
137,23,21,14
65,139,167,218
140,130,21,67
122,186,44,31
0,160,131,243
208,53,36,0
17,200,94,237
177,26,5,19
232,107,179,100
184,0,34,32
153,124,233,68
79,168,90,52
182,27,25,52
111,135,87,49
227,154,173,112
206,30,51,33
0,140,179,219
48,133,154,159
111,223,78,108
37,161,102,75
93,228,55,8
97,196,29,91
16,100,157,167
255,79,6,41
127,104,164,176
199,6,0,25
131,0,71,18
31,145,156,237
76,207,151,207
210,135,248,108
255,138,226,89
169,144,255,129
217,80,106,58
150,208,62,1
183,17,63,50
61,94,144,184
155,188,41,39
7,106,171,217
101,200,0,53
221,220,241,108
44,151,157,242
100,152,55,73
241,157,217,141
201,63,25,12
214,137,255,65
79,166,146,196
0,144,151,198
93,173,103,44
172,94,34,46
143,107,93,0
255,94,212,81
156,27,0,30
156,0,46,60
71,107,105,137
179,0,4,0
224,36,4,82
250,27,89,35
157,47,24,92
60,190,140,207
30,134,187,158
165,202,60,54
128,152,110,25
153,25,0,10
101,149,144,196
52,174,25,49
60,107,161,227
47,85,154,174
201,118,186,156
240,124,171,79
255,139,247,111
135,187,41,83
189,22,68,22
71,169,183,174
111,163,94,13
79,151,62,42
174,64,38,37
152,153,72,59
233,47,6,43
84,87,183,150
120,128,110,31
90,148,2,7
46,131,185,169
216,181,247,124
61,126,145,208
73,160,190,157
145,86,0,46
182,0,0,44
252,85,255,116
165,50,104,80
221,80,86,45
201,110,223,84
203,148,228,42
160,144,242,36
235,158,232,52
102,157,84,79
195,49,9,71
210,39,75,83
180,17,0,0
80,214,103,43
192,146,198,28
111,167,79,75
208,12,8,20
244,38,0,70
215,31,49,38
255,53,0,73
212,19,21,82
165,17,33,23
84,154,44,68
107,164,89,81
59,175,74,105
209,93,230,23
147,72,0,28
230,127,255,112
226,166,235,31
255,154,214,154
126,148,45,0
180,0,66,1
231,17,9,23
107,177,27,58
234,28,0,19
82,109,183,159
174,51,47,57
78,210,50,62
33,76,144,181
46,175,157,155
0,92,182,176
198,1,38,68
72,123,143,182
136,123,79,62
29,139,67,20
115,146,6,77
191,144,219,67
99,95,126,203
79,156,125,212
242,158,255,79
108,162,120,73
95,216,42,82
201,138,247,134
255,145,173,103
192,8,79,34
33,137,150,237
190,38,63,27
197,109,212,115
83,146,110,122
203,187,241,74
29,58,162,197
225,152,253,119
196,136,193,70
244,94,177,76
17,120,154,198
143,133,226,72
116,129,105,53
86,117,143,203
109,114,91,80
176,114,252,126
203,50,0,61
255,196,185,58
179,120,207,121
206,65,14,29
208,5,49,20
184,27,19,0
44,110,161,175
55,194,76,71
52,219,32,78
91,156,49,72
39,151,190,193
255,170,156,61
203,48,18,26
249,167,192,102
99,186,78,60
80,135,55,20
35,93,180,208
123,176,0,55
218,64,8,51
71,139,159,228
47,164,131,116
255,152,202,103
0,127,189,143
134,141,53,69
135,69,44,62
177,0,0,37
37,80,127,185
250,174,196,107
134,165,61,70
210,127,243,90
191,41,73,29
207,150,174,64
103,150,83,81
227,187,214,45
46,80,197,206
102,189,39,19
253,208,182,106
190,163,210,160
198,111,229,77
124,124,38,72
241,107,255,115
118,215,40,47
0,141,138,164
53,176,212,152
47,87,191,156
138,152,63,0
105,150,0,78
215,140,249,34
124,121,215,78
170,12,39,31
59,156,162,199
55,170,1,0
93,102,195,197
175,26,0,83
47,176,13,77
195,153,141,84
171,46,66,83
122,156,70,31
166,122,255,114
197,135,200,131
146,34,0,4
82,167,70,71
138,178,53,0
225,163,199,50
212,82,0,87
77,163,155,167
102,106,18,61
237,152,208,160
10,124,213,231
252,130,234,144
190,158,244,79
195,55,0,48
220,123,145,82
220,125,244,118
76,167,176,142
219,163,213,48
235,170,176,84
172,141,187,154
61,132,171,212
56,103,171,199
61,226,64,97
122,226,25,2
211,53,25,25
151,75,0,6
57,99,183,188
163,5,16,94
122,97,73,33
110,160,79,115
182,60,2,30
45,195,184,223
194,142,246,79
238,144,255,122
84,159,58,88
36,174,199,197
122,106,42,58
139,168,27,60
87,120,148,184
132,175,95,47
172,8,70,88
139,166,92,50
251,159,205,80
123,176,75,80
83,164,70,116
0,188,157,191
0,160,169,137
84,132,198,179
113,217,42,71
84,153,51,47
196,14,40,90
203,20,21,43
95,190,80,76
226,0,34,49
253,170,206,82
119,167,58,73
67,158,169,175
189,84,0,22
124,139,35,70
91,156,154,167
198,14,35,88
225,69,0,48
25,110,198,196
198,158,241,79
55,94,116,200
53,121,183,191
112,80,83,60
125,147,67,82
56,182,135,173
193,86,0,0
245,157,180,40
13,134,201,197
218,145,190,68
244,132,198,123
30,131,96,200
138,179,55,29
255,92,237,119
184,122,206,39
210,142,219,64
77,154,109,176
240,121,247,131
115,100,30,98
59,76,158,177
228,126,214,115
157,72,15,63
82,161,0,16
206,96,0,63
62,168,207,194
45,73,205,187
98,184,64,89
255,161,225,54
123,157,36,50
71,84,175,150
76,181,95,60
96,126,118,162
74,141,88,62
244,143,244,119
149,195,71,16
54,147,161,178
5,155,192,159
65,104,147,155
115,195,85,47
208,20,53,31
105,150,111,44
12,76,168,220
224,161,246,89
90,122,35,93
207,2,0,53
186,208,255,98
102,149,39,69
51,150,147,215
229,47,3,54
171,73,83,23
239,132,186,94
188,60,0,85
202,106,153,15
26,97,188,181
200,107,166,48
255,149,255,89
151,102,228,87
255,133,221,134
51,139,171,171
199,51,15,0
101,185,61,59
211,191,255,111
212,9,56,0
110,160,18,59
31,77,87,189
215,149,229,122
43,112,124,201
36,145,184,156
238,90,197,93
175,24,0,80
138,142,17,37
110,127,38,105
228,108,218,94
0,147,168,188
146,157,75,72
18,175,139,207
221,168,179,91
68,127,104,126
228,42,34,9
213,99,219,27
210,153,245,81
146,71,22,0
83,219,52,9
206,8,13,54
166,49,0,24
213,113,255,37
226,32,0,52
173,34,61,45
139,87,19,49
12,120,135,191
185,138,195,77
234,55,19,7
77,116,205,198
160,34,55,60
225,63,34,0
67,154,141,199
184,205,40,82
196,32,86,58
228,152,233,103
223,102,216,74
5,96,133,210
51,64,166,188
187,34,40,94
96,144,227,163
180,21,34,16
169,50,0,5
0,141,165,250
228,76,218,83
231,167,231,137
236,92,255,155
101,184,36,77
186,38,25,0
225,57,41,44
138,192,34,17
48,102,153,159
241,123,218,123
228,89,3,38
52,166,45,36
215,38,49,21
93,154,24,36
208,177,231,97
134,155,49,84
197,164,200,36
214,184,235,44
163,122,68,2
214,163,247,145
255,142,206,74
157,0,14,9
193,83,66,36
255,152,255,86
63,188,207,231
45,152,149,218
61,146,133,202
37,137,144,213
224,83,51,0
124,200,53,86
255,20,10,62
87,185,158,213
64,130,141,186
155,228,60,79
248,56,0,33
229,86,55,36
219,114,255,95
235,186,232,118
166,13,7,46
148,46,0,110
233,82,8,53
192,146,219,56
170,211,45,57
163,16,0,86
46,177,150,189
251,32,14,0
125,217,11,0
226,195,216,30
155,24,24,0
163,0,33,15
255,159,206,106
113,175,74,45
116,152,142,178
201,165,181,106
90,184,138,184
212,61,12,19
149,138,0,62
84,173,149,164
228,126,182,42
107,199,8,59
28,114,153,160
126,142,0,77
103,97,205,185
210,60,0,3
229,17,0,34
88,192,78,64
17,191,162,191
150,0,0,127
245,85,230,41
220,20,26,43
166,41,11,44
1,157,151,175
111,195,68,52
109,199,51,68
74,90,75,20
189,0,15,18
189,0,0,72
213,21,38,101
105,174,51,95
218,157,255,89
72,178,35,55
0,111,123,156
187,10,46,27
52,141,154,177
255,139,196,124
229,150,206,79
60,124,150,218
86,143,126,168
124,130,212,87
218,50,1,105
17,103,148,164
81,155,75,0
158,42,28,94
210,49,39,28
208,41,66,17
126,128,166,186
229,105,255,93
77,244,67,16
77,179,43,55
57,159,137,155
103,170,168,180
46,132,255,192
152,207,114,15
0,116,143,173
230,15,0,71
145,152,63,80
160,123,255,138
14,143,188,208
168,171,206,92
255,108,206,121
45,143,127,171
199,71,41,81
208,21,38,29
59,126,190,181
23,178,140,193
216,140,185,0
8,69,191,194
231,179,252,93
255,96,45,39
54,180,27,33
27,126,171,218
11,125,198,188
84,213,0,51
92,125,20,76
76,108,168,189
100,176,20,82
44,149,108,164
199,156,255,61
16,85,153,159
214,48,24,58
90,191,66,59
38,175,128,132
66,103,140,173
60,125,177,162
13,160,157,217
178,14,17,57
158,129,203,71
27,142,127,206
94,155,81,54
231,145,193,143
178,120,195,168
121,203,76,52
82,111,54,32
165,9,65,93
81,198,101,145
112,146,27,72
55,159,151,189
75,88,141,231
179,31,0,68
67,108,125,186
255,123,218,117
149,203,126,68
191,50,15,0
224,41,39,36
158,174,35,84
254,160,225,71
168,109,200,58
207,47,0,17
198,102,212,124
172,18,2,65
101,144,73,79
185,70,42,25
27,79,94,155
43,136,166,128
255,132,244,132
0,183,147,148
94,165,54,47
0,157,100,216
21,164,125,187
196,56,81,18
223,190,227,145
206,21,48,77
214,114,248,82
120,169,53,32
124,162,52,57
208,32,14,60
91,154,28,83
160,84,30,5
217,0,27,70
29,111,150,215
153,57,14,0
76,182,157,185
180,15,0,40
177,211,226,7
191,1,13,76
62,127,1,86
28,135,120,163
213,30,52,15
164,53,56,0
255,19,23,46
84,170,87,74
210,132,255,141
101,173,189,186
0,70,208,169
190,119,255,25
58,126,75,187
195,161,233,67
217,191,211,104
28,107,119,177
233,58,26,26
83,168,111,23
213,20,62,74
142,163,108,181
80,126,201,221
236,153,202,101
255,69,185,30
124,126,118,81
127,162,3,97
127,195,69,47
206,81,0,0
71,160,21,55
215,0,0,41
255,124,230,108
226,162,251,64
167,1,0,0
12,143,156,204
97,109,150,144
105,143,14,60
33,163,56,28
165,243,16,59
102,197,76,63
0,113,126,140
214,181,207,120
48,138,163,208
61,164,197,181
193,55,0,0
0,114,202,207
79,180,200,255
255,149,227,36
69,112,183,193
98,179,0,22
255,121,226,68
50,144,147,151
37,167,187,253
121,136,52,140
6,118,167,181
238,210,197,125
74,178,179,170
241,8,36,5
83,92,191,233
233,15,60,60
81,122,174,204
97,124,96,195
123,147,70,75
255,121,255,62
99,183,77,76
75,139,34,18
141,148,58,11
149,0,0,20
255,148,225,107
191,128,228,52
231,128,191,13
225,128,232,82
57,126,191,142
170,128,20,8
189,87,205,125
173,58,55,64
186,72,40,45
153,175,16,2
61,170,119,183
56,100,161,188
0,119,148,230
53,181,158,220
79,230,66,118
180,163,225,142
206,47,0,98
107,142,21,71
224,114,214,127
96,154,34,58
209,19,28,99
130,165,60,99
214,178,210,89
127,178,0,34
255,131,218,76
11,122,182,227
250,149,230,78
121,38,0,48
250,183,225,81
234,92,4,32
0,107,149,179
58,114,164,159
125,148,66,107
145,118,213,92
163,0,16,36
222,44,11,21
136,113,223,86
248,74,252,30
213,145,167,52
23,106,228,160
158,0,0,43
142,161,61,15
238,128,215,74
0,150,174,204
175,0,54,41
16,177,112,203
253,133,255,68
48,155,156,240
107,112,166,222
49,164,157,197
176,131,254,115
220,185,215,139
253,159,230,85
234,133,232,135
152,25,58,33
50,123,124,134
215,158,255,66
73,171,67,81
28,122,142,204
39,164,171,214
236,0,0,38
147,156,67,55
40,112,138,130
180,150,250,96
35,163,163,165
145,232,70,81
124,174,46,58
210,7,53,43
255,21,13,100
77,216,63,103
54,106,174,184
108,168,123,184
244,17,26,71
162,61,55,72
255,157,255,60
243,114,227,103
32,109,193,205
44,138,156,182
170,46,0,0
244,194,175,60
93,190,54,31
121,122,126,47
43,191,51,32
98,160,65,57
178,183,255,55
99,179,46,97
15,102,142,195
213,15,10,0
90,145,93,62
162,0,0,46
178,34,26,0
188,21,61,36
65,149,184,165
92,172,71,63
221,52,77,46
197,89,209,89
240,151,255,50
167,78,9,14
8,174,168,197
158,59,14,57
65,198,69,39
0,152,180,249
219,37,15,81
213,121,248,98
26,161,181,193
194,141,255,118
246,154,160,64
136,161,51,78
88,98,0,67
96,166,22,54
248,201,225,84
67,99,200,141
182,63,6,69
114,170,116,44
127,66,60,44
163,147,105,63
106,165,51,48
22,133,182,193
219,121,241,110
79,180,27,98
16,155,220,198
219,66,250,102
208,173,229,125
227,117,246,115
96,192,128,30
214,49,0,9
189,132,221,38
160,177,216,158
187,58,53,53
238,93,170,124
225,114,227,111
199,109,190,26
199,41,47,17
254,2,0,38
36,99,136,219
37,136,56,224
5,142,200,181
0,184,177,190
109,40,38,43
136,83,116,176
0,116,178,159
50,104,132,214
249,114,255,124
27,156,186,188
142,37,0,38
159,145,29,48
141,167,70,58
255,123,245,24
26,137,102,134
212,72,227,88
118,166,58,117
75,173,197,193
47,137,1,85
63,110,95,189
108,159,36,105
135,175,0,49
202,0,33,99
139,20,18,93
100,142,93,123
93,167,54,32
103,233,49,0
70,125,219,176
193,77,35,43
107,112,59,33
153,57,0,46
126,214,11,82
239,163,255,160
209,80,73,29
68,162,52,11
134,127,81,69
55,130,207,161
229,192,228,123
189,66,12,15
23,134,159,182
73,130,148,215
242,151,227,68
149,148,25,28
109,131,85,83
177,0,14,63
132,121,28,88
92,132,195,173
255,175,255,113
255,149,232,90
42,109,112,184
44,176,191,193
0,174,179,161
248,176,255,106
215,71,13,0
255,147,193,73
254,111,255,89
151,142,59,74
207,46,15,45
143,0,93,101
218,66,0,71
203,51,22,18
51,86,162,255
186,32,23,62
123,151,66,60
115,171,122,23
113,205,107,88
53,233,67,72
0,147,170,169
81,97,202,208
101,177,47,33
237,148,255,98
113,126,92,52
213,123,213,118
156,0,0,61
237,44,2,44
43,160,157,202
185,163,229,137
205,153,255,72
53,126,178,119
43,128,51,20
100,196,49,68
255,131,249,106
122,153,83,43
58,101,80,167
159,35,31,43
115,127,30,70
142,163,23,22
160,30,20,97
225,147,249,77
208,148,239,50
219,189,223,0
177,110,234,91
130,172,68,66
133,119,165,167
42,158,190,204
229,86,39,20
35,208,130,196
0,78,124,131
7,107,136,176
62,167,34,33
85,203,90,70
172,83,95,79
170,0,16,57
204,106,255,65
51,131,178,181
230,44,19,0
112,163,85,66
90,219,89,74
187,41,19,88
232,182,221,69
255,152,236,130
76,137,171,216
189,54,0,67
95,133,44,55
125,133,19,26
76,107,195,212
157,37,70,30
202,147,255,87
182,13,0,51
238,201,189,132
78,117,141,178
126,173,32,65
229,106,215,43
194,4,67,49
83,104,84,82
233,38,0,29
167,40,0,33
55,158,157,187
237,0,36,98
255,147,221,127
47,211,139,169
58,124,162,149
115,166,78,60
121,111,84,46
195,0,0,87
113,18,0,96
196,140,255,60
226,91,4,49
220,157,237,82
146,126,5,17
68,185,0,65
116,82,159,210
190,23,21,44
216,142,255,48
55,139,232,139
21,157,202,212
0,93,242,205
91,144,168,157
186,184,33,45
208,62,0,40
227,152,255,86
214,138,255,45
26,87,191,140
143,21,52,29
56,180,58,71
255,141,248,71
98,120,91,53
46,176,133,19
172,58,29,2
92,101,201,174
175,37,36,43
172,128,223,147
87,116,94,23
222,118,255,119
214,164,179,54
170,45,31,89
72,116,167,227
69,161,33,43
192,37,69,24
106,157,97,153
12,119,196,231
140,54,5,35
